ID	TITLE EN	TITLE DE	TITLE FR	TITLE ES	DESCRIPTION EN	DESCRIPTION DE	DESCRIPTION FR	DESCRIPTION ES																		
28	Common expressions in business 2	Gebräuchliche Ausdrücke  im Geschäftsleben 2		Expresiones comunes de negocios 2	Common expressions used in spoken English.	Übliche Ausdrücke, die im gesprochenen Englisch verwendet werden. 		Expresiones comunes utilizadas en inglés hablado.																		SUPPORT DE COURS
46	Diplomatic language	Diplomatische Sprache		Lenguaje diplomático	This lesson teaches you how to avoid causing offence by expressing yourself in a more tactful, diplomatic way. After studying a variety of adjectives for describing different attitudes, you will learn how to use special ‘softening’ structures through reading, language practice.	Diese Lektion vermittelt, wie man es vermeiden kann, Anstoß zu erregen, indem man sich taktvoller oder diplomatischer ausdrückt. Nachdem Sie eine Vielzahl an Adjektiven gelernt haben, um verschiedene Haltungen zu beschreiben, werden Sie durch Lesen und sprachliche Übungen lernen, wie man besondere 'abschwächende' Strukturen benutzt. 		Esta lección le enseña cómo evitar ofender a los demñas expresandose de una manera más diplomática y con más tacto. Después de estudiar una variedad de adjetivos para describir diferentes actitudes, aprenderá a usar estructuras "suavizantes" a través de la lectura y la práctica del lenguaje.																		SUPPORT DE COURS
20	Business phrasal verbs	Business-Phrasalverben		Verbos compuestos de negocios	This lively lesson presents 16 common phrasal verbs used in business. These business English phrasal verbs are presented in their natural context. 	Diese lebhafte Lektion stellt 16 im Geschäftsleben beliebte phrasal verbs vor. Diese phrasal verbs aus dem Geschäftsleben werden im Geschäftskontext präsentiert. 		Esta lección dinámica presenta 16 verbos compuestos frecuentemente usados en los negocios. Los mismos se presentan en su contexto natural.																		SUPPORT DE COURS
144	Unusual CV mistakes	Ungewöhnliche Fehler im  Lebenslauf		Errores de curriculum poco usuales	Read an article about mistakes that job candidates make on their CVs and the consequences of these errors. 	Lesen Sie einen Artikel über die Fehler und Konsequenzen der Fehler, die Bewerber bei ihren Lebensläufen machen. 		Lea un artículo sobre los errores que cometen candidatos en sus CV y las consecuencias de los mismos.																		SUPPORT DE COURS
37	Contracts	Verträge		Contratos	In this lesson you will learn and practise vocabulary related to contracts. 	In dieser Lektion werden Sie Wortschatz zum Thema Verträge lernen und üben. 		En esta lección aprenderá y practicará vocabulario relacionado con los contratos.																		SUPPORT DE COURS
49	Email style	Email-Stil		Estilos de e-mails	This lesson teaches useful vocabulary to write emails in English. The worksheet presents the differences between formal, informal and neutral email styles, and there are a number of writing exercises that you can practise using different levels of formality.	Diese Lektion vermittelt nützlichen Wortschatz, um E-Mails auf Englisch zu schreiben. Das Arbeitsblatt stellt die Unterschiede zwischen formellen, informellen und neutralen E-Mail Schreibstilen vor. Es gibt eine Reihe an Schreibaufgaben, in denen die verschiedenen sprachlich-formellen Ebenen geübt werden können. 		Esta lección enseña vocabulario útil para escribir correos electrónicos en inglés. La hoja de trabajo presenta las diferencias entre los estilos de correo electrónico formal, informal y neutral, y hay una serie de ejercicios de redacción que puede practicar utilizando diferentes niveles de formalidad.																		SUPPORT DE COURS
45	Different perceptions	Unterschiedliche  Wahrnehmungen		Percepciones distintas	Read about a survey on men and women business owners and learn some new adjectives for describing character traits. The lesson includes a grammar exercise on the structure verb + object + infinitive/-ing.	Lesen Sie über eine Umfrage bei männlichen und weiblichen Geschäftsführern und lernen Sie neue Adjektive, um Charakterzüge zu beschreiben. Die Lektion beinhaltet eine Übung zur Grammatik über die Struktur verb + object + infinitive/-ing.		Lea acerca de una encuesta sobre hombres y mujeres dueños de negocios y aprenda algunos adjetivos nuevos para describir rasgos de carácter. La lección incluye un ejercicio de gramática sobre la estructura verbo + objeto + infinitivo / -ing.																		SUPPORT DE COURS
75	Liar liar	LügnerIn, LügnerIn		Mentiroso, mentiroso	This lesson is based on an article that discusses why job applicants are increasingly lying on their CVs and how employers are trying to deal with the problem. 	Diese Lektion stützt sich auf einen Artikel, der bespricht, warum Bewerber immer häufiger in ihrem Lebenslauf lügen und wie Arbeitgeber versuchen, mit diesem Problem umzugehen. 		Esta lección se basa en un artículo que analiza por qué los solicitantes de empleo mienten cada vez más en sus CV y cómo los empleadores están tratando de abordar el problema.																		SUPPORT DE COURS
18	Business meetings	Geschäftstreffen		Reuniones de trabajo	This lesson covers vocabulary for talking about meetings. Learn a number of terms for describing the different types and purposes of meetings as well as problems and other issues related to organised discussions.	Diese Lektion deckt Wortschatz ab, um über Meetings zu sprechen. Sie lernen eine Reihe an Ausdrücken, um verschiedene Arten und Zwecke von Meetings sowie Probleme beim Meeting und andere wichtige Punkte für das Organisieren von Besprechungen zu beschreiben.		Esta lección cubre vocabulario para hablar sobre reuniones. Aprenda una serie de términos para describir los diferentes tipos y propósitos de las reuniones, así como los problemas y otras cuestiones relacionadas con los debates organizados.																		SUPPORT DE COURS
86	Motivation	Motivation		Motivación	Read an article about innovative methods, ideas and devices designed to improve motivation among office staff. Also learn how to speculate and make predictions with a variety of different structures. 	Lesen Sie einen Artikel über innovative Methoden, Ideen und Geräte, die die Motivation beim Büropersonal ankurbeln sollen. Sie lernen auch mit einer Reihe verschiedener Strukturen Spekulationen anzustellen und Vorhersagen zu treffen.		Lea un artículo sobre métodos, ideas y dispositivos innovadores diseñados para mejorar la motivación entre el personal de la oficina. También aprenda a especular y a hacer predicciones con una variedad de estructuras diferentes.																		SUPPORT DE COURS
100	Problems and suggestions	Probleme und Vorschläge		Problemas y sugerencias	This lesson teaches useful expressions for discussing problems and possible solutions. Through listening learn how to make, ask for and respond to suggestions in a variety of ways. 	Diese Lektion vermittelt nützliche Ausdrücke, um Probleme und mögliche Lösungen zu diskutieren. Durch Hören lernen Sie auf verschiedene Arten Vorschläge zu machen, um Vorschläge zu bitten und auf Vorschläge zu reagieren. 		Esta lección enseña expresiones útiles para discutir problemas y posibles soluciones. A través de la escucha, aprenda a hacer, pedir y responder a sugerencias de diferentes formas.																		SUPPORT DE COURS
8	Birth or upbringing	Von Geburt an oder  anerzogen		Nacimiento o crianza	The theme of this lesson is what makes a successful businessman. Read an article that discusses whether entrepreneurs are born with certain character traits or develop the necessary skills and mindset. Vocabulary for describing entrepreneurial activity and personality is studied.	Das Thema dieser Lektion ist, was einen erfolgreichen Geschäftsmann ausmacht. Lesen Sie einen Artikel, der bespricht, ob Unternehmer mit bestimmten Charakterzügen geboren werden oder ob sie die notwendigen Fähigkeiten und die notwendige Geisteshaltung mit der Zeit entwickeln. Der Wortschatz, um unternehmerische Tätigkeiten und die unternehmerische Persönlichkeit zu beschreiben, wird hier geübt. 		El tema de esta lección se centra en qué hace una persona de negocios para ser exitosa. Lea un artículo que discute si los emprendedores nacen con ciertos rasgos de carácter o desarrollan las habilidades y la mentalidad necesarias. Se estudia el vocabulario para describir la actividad empresarial y la personalidad.																		SUPPORT DE COURS
109	Selling air	Luft verkaufen		Vender el aire	Read an article about a Canadian company that has been cashing in on China's pollution crisis. The worksheet includes a two-part grammar exercise on infinitive clauses.	Lesen Sie einen Artikel über eine kanadische Firma, die aus der Umweltverschmutzung in China Kapital geschlagen hat. Das Arbeitsblatt beinhaltet eine zweiteilige Grammatikübung zu Infinitivsätzen. 		Lea un artículo sobre una empresa canadiense que se ha beneficiado de la crisis de contaminación de China. La hoja de trabajo incluye un ejercicio de gramática de dos partes sobre cláusulas de infinitivo.																		SUPPORT DE COURS
130	The economy	Die Wirtschaft		La economía	In this lesson you will learn and practise vocabulary related to the economy.	In dieser Lektion werden Sie Wortschatz zum Thema Wirtschaft lernen und üben. 		En esta lección aprenderás y practicarás vocabulario relacionado con la economía.																		SUPPORT DE COURS
135	The next emerging market	Der nächste aufstrebende  Markt		El próximo mercado emergente	The theme of this lesson is international investment. Read an article about the investment potential of Iraq and study vocabulary related to infrastructure and development. 	Das Thema dieser Lektion sind internationale Investitionen. Sie lesen einen Artikel über mögliche Investitionen im Irak und lernen Vokabeln zum Thema Infrastruktur und Entwicklung. 		El tema de esta lección es la inversión internacional. Lea un artículo sobre el potencial de inversión de Irak y estudie el vocabulario relacionado con la infraestructura y el desarrollo.																		SUPPORT DE COURS
113	Side jobs	Nebenjobs		Empleos secundarios	Read an article about the trend in the UK to have more than one job or business. Exercises focus on key words, phrases, and collocations. 	Lesen Sie einen Artikel über den Trend in Großbritannien, mehr als nur eine Einkommensquelle zu haben. Die Übungen konzentrieren sich auf Schlüsselwortschatz, Wendungen und Kollokationen. 		Lea un artículo sobre la tendencia en el Reino Unido a tener más de un trabajo o negocio. Los ejercicios se centran en palabras clave, frases y "collocations".																		SUPPORT DE COURS
156	Working together	Zusammenarbeit		Trabajar juntos	Read about how a successful British co-operative is managed. The worksheet includes vocabulary work and a grammar review exercise on the present perfect.	Lesen Sie darüber, wie eine erfolgreiche britische Kooperative geleitet wird. Das Arbeitsblatt beinhaltet Wortschatzarbeit und eine Grammatikwiederholung des present perfect. 		Lea sobre cómo se gestiona una cooperativa británica exitosa. La hoja de trabajo incluye vocabulario y un repaso gramatical sobre el presente perfecto.																		SUPPORT DE COURS
89	Negotiations	Verhandlungen		Negociaciones																						SUPPORT DE COURS
120	Statistics and trends	Statistiken und Trends		Estadísticas y tendencias	In this lesson you will learn how to talk about visual representations of statistics and describe trends using combinations of nouns, verbs, adverbs and adjectives.	In dieser Lektion werden Sie lernen, wie Sie über bildliche Darstellungen von Statistiken sprechen und Trends beschreiben können, indem Sie eine Kombination aus Substantiven, Verben, Adverbien und Adjektiven verwenden. 		En esta lección aprenderá a hablar sobre representaciones visuales de estadísticas y a describir tendencias utilizando combinaciones de sustantivos, verbos, adverbios y adjetivos.																		SUPPORT DE COURS
98	Presentations	Präsentationen		Dar presentaciones	In this lesson you will learn vocabulary for describing visual aids and practise giving a presentation using a variety of useful expressions.	In dieser Lektion werden Sie Wortschatz lernen, um Anschauungsmaterial zu beschreiben. Außerdem werden Sie üben eine Präsentation zu halten und dabei eine Reihe an nützlichen Ausdrücken verwenden. 		En esta lección, aprenderá vocabulario para hablar sobre "apoyos visuales" y practicará una presentación utilizando una variedad de expresiones útiles.																		SUPPORT DE COURS
357	Making a phone call	Einen Anruf tätigen		Hacer una llamada de teléfono	In this lesson you will learn vocabulary for describing telephone equipment and using a telephone. Study and practise useful expressions for making and answering a phone call, as well as taking and leaving messages.	In dieser Lektion werden Sie Wortschatz lernen, um Telefongeräte zu beschreiben und ein Telefon zu benutzen. Lernen und verwenden Sie nützliche Ausdrücke, um einen Anruf zu tätigen und anzunehmen sowie Nachrichten entgegenzunehmen und Nachrichten zu hinterlassen. 		En esta lección aprenderá vocabulario para describir equipos telefónicos y para usar un teléfono. Estudie y practique expresiones útiles para realizar y responder una llamada telefónica, así como para recibir y dejar mensajes.																		SUPPORT DE COURS
117	Starting and ending a call	Einen Anruf beginnen und beenden		Empezar y terminar una llamada	This lesson teaches useful expressions for starting and ending a phone call. Learn a variety of ways to answer the phone, introduce yourself, ask to speak to someone, state the reason for calling and end a phone call.	Diese Lektion vermittelt nützliche Ausdrücke für den Beginn und die Beendigung eines Telefongesprächs. Sie lernen verschiedene Arten, einen Anruf entgegenzunehmen, sich am Telefon zu melden, darum zu bitten, mit jemandem sprechen zu können, den Grund eines Anrufs zu nennen und einen Anruf zu beenden. 		Esta lección enseña expresiones útiles para iniciar y finalizar una llamada telefónica. Aprenda una variedad de formas de contestar el teléfono, presentarse, pedir hablar con alguien, indicar el motivo de la llamada y finalizar una.																		SUPPORT DE COURS
125	Telephone interruptions	Telefonische  Unterbrechungen		Interrupciones al teléfono	Practise handling phone call interruptions. The lesson presents a number of practical expressions which can be used to encourage the caller to be quick, persuade the receiver to listen as well as diplomatically avoid speaking to the caller.	Sie üben, mit Unterbrechungen am Telefon umzugehen. Die Lektion stellt eine Reihe an praktischen Ausdrücken vor, die verwendet werden können um den Anrufer zu ermutigen, schnell zu sein. Sie lernen außerdem den Angerufenen zu überzeugen, zuzuhören und wie man es diplomatisch vermeiden kann, mit dem Anrufer zu sprechen. 		Practique cómo manejar las interrupciones de las llamadas telefónicas. La lección presenta una serie de expresiones prácticas que pueden usarse para alentar a la persona que llama a ser rápida, para persuadir al receptor de que escuche y para evitar diplomáticamente hablar con la persona que llama.																		SUPPORT DE COURS
126	Telephone messages	Telefonische Nachrichten		Mensajes de teléfono	This lesson teaches useful language for taking and leaving messages during a business call. Through vocabulary, listening and role-play exercises, students learn how to leave a message for someone, take down a message from a caller and exchange information on the phone.	Diese Lektion vermittelt nützliche Wendungen, um Nachrichten bei einem geschäftlichen Anruf entgegenzunehmen und zu hinterlassen. Durch Wortschatzübungen, Hörverstehensaufgaben und Rollenspiele erfahren die Lernenden, wie sie eine Nachricht für jemanden hinterlassen können, eine Nachricht eines Anrufers aufschreiben oder Informationen am Telefon austauschen können. 		Esta lección trabaja el lenguaje utilizado para recibir y dejar mensajes durante una llamada de negocios. A través de ejercicios de vocabulario, comprensión auditiva y juegos de roles, los estudiantes aprenden a dejar y anotar un mensaje e intercambiar información por teléfono.																		SUPPORT DE COURS
138	The stress timebomb - Part 2	Die Stress-Zeitbombe - Teil 2		Estrés: la bomba de tiempo (parte dos)	The second of a two-part lesson plan that looks at the causes and impact of stress in the workplace. Read about how small and medium-sized businesses can reduce stress among employees. The lesson rounds off with a exercise on expressing future probability.	Dies ist der zweite Teil eines Stundenentwurfs in zwei Teilen, der sich die Ursachen und Auswirkungen von Stress am Arbeitsplatz genauer ansieht. Lesen Sie darüber, was kleine und mittelständische Betriebe dafür tun können, den Stress ihrer Mitarbeiter zu verringern. Die Lektion wird durch eine Übung abgerundet, in der Sie lernen, Wahrscheinlichkeiten in der Zukunft auszudrücken. 		El segundo de un plan de una clases doble que analiza las causas y el impacto del estrés en el lugar de trabajo. Lea sobre cómo las pequeñas y medianas empresas pueden reducir el estrés entre los empleados. La lección termina con un ejercicio sobre cómo expresar probabilidad a futuro.																		SUPPORT DE COURS
155	Working in human resources	Arbeiten im Personalwesen		Trabajar en RRHH	This lesson is designed to get HR specialists talking about their work. 	In dieser Lektion sollen Personaler die Gelegenheit bekommen, über ihre Arbeit zu sprechen. 		Esta lección está diseñada para que los especialistas en recursos humanos hablen sobre su trabajo.																		SUPPORT DE COURS
39	Corporate well-being	Unternehmerisches  Wohlbefinden		El bienestar corporativo	The theme of this lesson is corporate health. Read an article about a company that is attempting to improve the well-being of its staff and listen to two corporate health experts commenting on the firm’s health initiatives. In the grammar section of the lesson, the present simple, present continuous, past simple, present perfect simple and past simple are reviewed. 	Das Thema dieser Lektion ist betriebliche Gesundheitsvorsorge. Sie lesen einen Artikel über eine Firma, die versucht das Wohlbefinden ihrer Belegschaft zu verbessern und Sie hören wie zwei Experten für betriebliche Gesundheitsvorsorge die Gesundheitsinitiativen der Firma bewerten. Im Grammatikteil dieser Lektion werden das present simple, present continuous, past simple, present perfect simple und past simple wiederholt. 		El tema de esta lección es la salud empresarial. Lea un artículo sobre una empresa que intenta mejorar el bienestar de su personal y escuche a dos expertos en salud corporativa comentando sobre las iniciativas de salud de la empresa. En la sección de gramática de la lección, se revisan el presente simple, el presente continuo, el pasado simple, el presente perfecto simple y el pasado simple.																		SUPPORT DE COURS
137	The stress timebomb - Part 1	Die Stress-Zeitbombe - Teil 1		Estrés: la bomba de tiempo (parte uno)	The first of a two-part lesson plan that looks at the causes and impact of stress in the workplace. Read about how stress is affecting small and medium-sized businesses in the UK. The lesson rounds off with a grammar exercise on reported speech.	Der erste Teil eines zweiteiligen Stundenentwurfs nimmt die Ursachen und Auswirkungen von Stress am Arbeitsplatz unter die Lupe. Sie lesen, welchen Einfluss Stress auf kleine und mittelständische Unternehmen in Großbritannien hat. Die Lektion wird mit einer Grammatikübung zur indirekten Rede abgerundet. 		La primera de un plan doble de clase que analiza las causas y el impacto del estrés en el lugar de trabajo. Lea sobre cómo el estrés está afectando a las pequeñas y medianas empresas en el Reino Unido. La lección termina con un ejercicio de gramática sobre el estilo indirecto.																		SUPPORT DE COURS
112	Sick leave	Krankschreibung		Licencia por enfermedad	Thinking of calling in sick? Under a new Belgian proposal, you will be obliged to remain at home for a medical check-up. Read about and discuss this proposal. The lesson rounds off with a vocabulary exercise on common ailments and remedies.	Denken Sie daran, sich krankzumelden? Nach einem neuen belgischen Gesetzesvorschlag werden Sie gezwungen sein, für eine gesundheitliche Untersuchung zu Hause zu bleiben. Sie lesen über diesen Vorschlag und diskutieren ihn. Die Lektion wird durch eine Wortschatzaufgabe über übliche Gesundheitsprobleme und deren Behandlungen abgerundet. 		¿Estás pensando en reportarte enfermo? Según una nueva propuesta belga, estará obligado a quedarse en casa para un chequeo médico. Lea y discuta esta propuesta. La lección termina con un ejercicio de vocabulario sobre enfermedades y remedios comunes.																		SUPPORT DE COURS
55	Financial statements	Jahresabschlüsse		Estados financieros	This lesson presents vocabulary related to a company’s balance sheet and profit and loss statement. 	Die Lektion stellt Wortschatz zu der Bilanz einer Firma sowie zu Gewinn- und Verlustrechnung vor. 		Esta lección presenta vocabulario relacionado con el balance general y el estado de pérdidas y ganancias de una empresa.																		SUPPORT DE COURS
96	Pay crisis	Gehaltskrise		Crisis de pagos	Read an article about how young men in Britain now earn much less than those from the previous generation. The worksheet includes reading and speaking activities, vocabulary and a grammar exercise on present perfect vs. past simple.	Lesen Sie einen Artikel darüber, dass junge Männer in Großbritannien heutzutage weniger verdienen als die vorherige Generation. Das Arbeitsblatt beinhaltet Aufgaben zum Leseverstehen und Sprechen, eine Wortschatz- und eine Grammatikaufgabe über das present perfect im Vergleich zu dem past simple. 		Lea un artículo sobre cómo los hombres jóvenes en Gran Bretaña ahora ganan mucho menos que los de la generación anterior. La hoja de trabajo incluye actividades de lectura y expresión oral, vocabulario y un ejercicio de gramática sobre presente perfecto versus pasado simple.																		SUPPORT DE COURS
107	Salary and pay	Gehalt und Lohn		Salario y pago	This lesson covers a range of vocabulary for talking about salary and pay. The lesson rounds off with a discussion activity in which students put the target language into practice.	Die Lektion deckt eine Vielzahl an Vokabeln ab, um über Gehalt und Lohn zu sprechen. Die Lektion wird durch eine Diskussionsaufgabe abgerundet, in der die Schüler die Zielsprache anwenden. 		Esta lección cubre una variedad de vocabulario para hablar sobre salario y pago. La lección finaliza con una actividad de debate en la que los alumnos ponen en práctica el idioma destino.																		SUPPORT DE COURS
6	Bad debt	Forderungsausfall		Deuda incobrable	This lesson plan is based on an article about how bad debt is affecting small businesses in the UK and what they can do about the problem. The lesson focuses on reading and vocabulary work, rounding off with some sample expressions for chasing payments via email.	Dieser Stundenentwurf stützt sich auf einen Artikel, der beschreibt, wie schwer kleine Läden in Großbritannien von Schulden betroffen sind und was gegen dieses Problem getan werden kann. Die Lektion konzentriert sich auf Leseverstehen und Wortschatzarbeit und wird durch Beispielausdrücke für Mahnungen per E-Mail abgerundet. 		Este plan de lecciones se basa en un artículo sobre cómo las deudas incobrables están afectando a las pequeñas empresas en el Reino Unido y qué pueden hacer ellas al respecto. La lección se centra en la lectura y el trabajo de vocabulario, y finaliza con algunas expresiones de muestra para perseguir pagos por correo electrónico.																		SUPPORT DE COURS
127	The career ladder	Die Karriereleiter		Escala profesional	Learn and practise vocabulary related to job titles and career paths.	Lernen und üben Sie Wortschatz zu Berufsbezeichnungen und Karrierewegen. 		Aprenda y practique vocabulario relacionado con títulos de trabajo y trayectorias profesionales.																		SUPPORT DE COURS
24	Career crossroads	Beruflicher Scheideweg		Encrucijada profesional	This lesson is based on an article on job dissatisfaction and typical signs that show that someone may want to change their career path. The lesson focuses on reading, vocabulary and speaking.	Diese Lektion stützt sich auf einen Artikel über Unzufriedenheit im Beruf und typische Anzeichen, die zeigen, dass jemand seinen Karriereweg vielleicht ändern sollte. Die Lektion konzentriert sich auf Lesen, Wortschatz und Sprechen.  		Esta lección se basa en un artículo sobre la insatisfacción laboral y los signos típicos que muestran que alguien puede querer cambiar su trayectoria profesional. La lección se enfoca en lectura, vocabulario y conversación.																		SUPPORT DE COURS
72	Job interview stories	Geschichten vom  Vorstellungsgespräch		Historias de entrevistas de trabajo	Read about some unusual incidents that have happened during job interviews, according to a survey of HR managers in the US. The worksheet focuses on vocabulary and speaking.	Lesen Sie über einige ungewöhnliche Ereignisse, die laut einer Umfrage bei Personalern in den USA während Vorstellungsgesprächen passiert sind. Das Arbeitsblatt konzentriert sich auf Wortschatz und Sprechen. 		Lea sobre algunos incidentes inusuales que han ocurrido durante las entrevistas de trabajo, según una encuesta a gerentes de recursos humanos en los EE. UU. La hoja de trabajo se centra en el vocabulario y el habla.																		SUPPORT DE COURS
65	Hello! I’m on the plane	Hallo! Ich bin im Flugzeug		¡Hola! Estoy en el avión	Technology has been developed to allow passengers to use their mobile phones safely on planes. Students read an article about the different attitudes among business travellers towards this development. In the grammar section of the worksheet, the first and second conditionals are studied and practised. Students then discuss the lesson topic and debate the pros and cons of in-flight mobile phone use.	Es wurde eine Technologie entwickelt, die es Passagieren erlaubt, während eines Fluges ihr Handy zu benutzen, ohne dabei die Sicherheit zu gefährden. Die Lernenden lesen einen Artikel über die verschiedenen Haltungen Geschäftsreisender zu diesem Thema. Im Grammatikteil des Arbeitsblattes werden der erste und der zweite Bedingungssatz (first and second conditional) gelernt und geübt. Danach diskutieren die Lernenden über das Thema der Stunde und wägen Vor- und Nachteile einer Handynutzung im Flugzeug ab. 		Las mejoras tecnológicas han permitido a los pasajeros utilizar sus teléfonos móviles de forma segura en los aviones. Los estudiantes leerán un artículo sobre las diferentes actitudes de los viajeros de negocios con este desarrollo. En la sección de gramática de la hoja de trabajo, se estudian y practican el primer y segundo condicional. Luego, los estudiantes discuten el tema de la lección y debaten los pros y los contras del uso del teléfono móvil durante el vuelo.																		SUPPORT DE COURS
63	Going on a business trip	Auf Geschäftsreise gehen		Irse a un viaje de negocios	In this business vocabulary lesson, learn words and phrases to talk about business trips. There are exercises on preparing for business trips, reasons to go and ways to talk about a business trip. 	In dieser Wortschatzlektion für business English lernen Sie Wörter und Wendungen, um über Geschäftsreisen zu sprechen. Es gibt Übungen für die Vorbereitung einer Geschäftsreise, Gründe, auf eine Geschäftsreise zu gehen sowie zu verschiedenen Arten über eine Geschäftsreise zu sprechen. 		En esta lección de vocabulario empresarial, aprenda palabras y frases para hablar sobre viajes de negocios. Hay ejercicios sobre cómo prepararse para viajes de negocios, razones para ir y formas de hablar sobre un viaje de negocios.																		SUPPORT DE COURS
59	Flying for business	Fliegen für den Beruf		Viajar por negocio	The theme of this worksheet is business travel. Read a traveller's tips on how to handle a long-distance business trip. The lesson activities focus on vocabulary, comprehension and speaking.	Das Thema dieses Arbeitsblattes sind Geschäftsreisen. Lesen Sie die Tips eines Reisenden, wie man weite Geschäftsreisen bewältigen kann. Die Aufgaben dieser Lektion konzentrieren sich auf Wortschatz, Verständnis und Sprechen. 		El tema de esta hoja de trabajo son los viajes de negocios. Lea los consejos de un viajero sobre cómo manejar un viaje de negocios de larga distancia. Las actividades de la lección se centran en el vocabulario, la comprensión y el habla.																		SUPPORT DE COURS
142	Trade fairs	Fachmessen		Ferias comerciales	Learn vocabulary covering all aspects of trade fairs. Exercises cover reasons to attend, preparation, items to take, and questions that company representatives should ask during a trade fair. There is also an activity to write a follow-up email to a potential customer.	Lernen Sie Wortschatz, der alle Bereiche von Handelsmessen abdeckt. Die Übungen decken Gründe ab daran teilzunehmen, die Vorbereitung darauf, Produkte, die man dorthin mitnehmen sollte, sowie Fragen, die die Vertreter der Firma während einer Messe stellen sollten. Es gibt auch eine Aufgabe, um einem potenziellen Kunden eine Folge E-Mail zu schreiben. 		Aprenda vocabulario que cubre todos los aspectos de las ferias comerciales. Los ejercicios cubren las razones para asistir, la preparación, los elementos a llevar y las preguntas que los representantes de la empresa deben hacer durante una feria comercial. También hay una actividad para escribir un correo electrónico de seguimiento a un cliente potencial.																		SUPPORT DE COURS
128	The e-commerce revolution	Die Revolution des  elektronischen Handels		La revolución del comercio electrónico	The theme of this lesson is e-commerce. Read an article on the changing shopping habits of British consumers and the development of online retailing. Tenses for describing trends are studied and practised in the grammar section of the lesson.	Das Thema dieser Lektion ist Handel im Internet. Lesen Sie einen Artikel über die sich verändernden Einkaufsgewohnheiten der Kunden in Großbritannien und die Entwicklungen des Einzelhandels im Internet. Die Verbformen, um Trends zu beschreiben, werden im Grammatikteil der Lektion gelernt und geübt. 		El tema de esta lección es el comercio electrónico. Lea un artículo sobre los hábitos cambiantes de compra de los consumidores británicos y el desarrollo de la venta minorista en línea. Se estudian y practican los tiempos para describir tendencias  en la sección de gramática de la lección.																		SUPPORT DE COURS
136	The sales meeting	Das Verkaufsgespräch		Reunión de ventas	This lesson teaches a variety of useful terms for those involved in sales. Learn how to describe the benefits of your product/service and make an effective sales pitch in English.	Diese Lektion vermittelt eine Vielzahl an nützlichen Wendungen für Leute, die im Verkauf arbeiten. Lernen Sie die Vorteile von Produkt/Service zu beschreiben und ein effektives Verkaufsgespräch auf Englisch zu führen. 		Esta lección enseña una variedad de términos útiles para quienes participan en las ventas. Aprenda a describir los beneficios de su producto / servicio y produzca un discurso de venta eficaz en inglés.																		SUPPORT DE COURS
47	Discussions	Diskussionen		Debates	This lesson teaches useful expressions for those who need English for business meetings and discussions. Learn how to structure an argument with linking words and phrases as well as respond to opinions using a variety of techniques for agreeing and disagreeing.	Diese Lektion vermittelt nützliche Wendungen für Leute, die Englisch für Besprechungen und Diskussionen brauchen. Lernen Sie, wie Sie eine Argumentation durch verbindende Wörter strukturieren können und wie Sie auf andere Meinungen reagieren können, indem Sie eine Reihe an Techniken verwenden, um zuzustimmen oder auszudrücken, dass Sie anderer Meinung sind. 		Esta lección enseña expresiones útiles para aquellos que necesitan inglés para reuniones de negocios y discusiones. Aprenda a estructurar un argumento utilizando palabras y frases conectoras, así como a responder opiniones utilizando una variedad de técnicas para demostrar que está de acuerdo o en desacuerdo.																		SUPPORT DE COURS
36	Conflict of interest	Interessenkonflikt		Conflictos de intereses	This lesson is based on an article on a dispute between the McDonald's fast food chain and the Italian city of Florence. The lesson focuses on vocabulary development, reading comprehension and speaking.	Die Lektion stützt sich auf einen Artikel, der von einem Streit zwischen der Fast-Food-Kette McDonald's und der italienischen Stadt Florenz handelt. Die Lektion konzentriert sich auf Wortschatzerweiterung, Leseverstehen und Sprechen. 		Esta lección se basa en un artículo sobre una disputa entre la cadena de comida rápida McDonald's y la ciudad italiana de Florencia. La lección se centra en el desarrollo del vocabulario, la comprensión de lectura y el habla.																		SUPPORT DE COURS
35	Complaining and apologising	Sich beschweren und   entschuldigen		Quejarse y pedir disculpas	The theme of this lesson is handling complaints in business. Study a text on the importance of welcoming customer complaints and dealing with problems promptly. Learn useful expressions for making complaints, apologising and taking action.	Das Thema dieser Lektion ist der Umgang mit Beschwerden im Geschäftsleben. Sie lesen einen Text darüber, wie wichtig es ist, die Klagen von Kunden willkommen zu heißen und Probleme unverzüglich anzugehen. Dabei lernen Sie nützliche Ausdrücke, um sich zu beschweren, sich zu entschuldigen und entsprechend zu handeln. 		El tema de esta lección es el manejo de quejas en las empresas. Lea y trabaje con un texto sobre la importancia de recibir las quejas de los clientes y resolver los problemas rápidamente. Aprenda expresiones útiles para presentar quejas, disculparse y tomar medidas.																		SUPPORT DE COURS
356	Make or do	Machen oder tun		"Make" o "do"	This worksheet looks at the differences between the verbs 'make' and 'do'. 	Das Arbeitsblatt untersucht die Unterschiede zwischen den Verben 'make' und 'do'.		Esta hoja de trabajo analiza las diferencias entre los verbos "make" y "do".																		SUPPORT DE COURS
