ID	TITLE EN	TITLE DE	TITLE FR	TITLE ES	DESCRIPTION EN	DESCRIPTION DE	DESCRIPTION FR	DESCRIPTION ES
511	Tourist police	Touristenpolizei		Policía turística	This lesson plan is based on an article about a new Gangnam style tourist police force in South Korea. The worksheet includes a grammar exercise on defining relative clauses.	Dieser Stundenentwurf stützt sich auf einen Artikel über eine neue Gangnam Style Polizeieinheit für Touristen in Südkorea. Das Arbeitsblatt beinhaltet eine Aufgabe zur Grammatik über defining relative clauses. 		Este plan de lección se basa en un artículo sobre una nueva fuerza de policía turística al estilo de Gangnam en Corea del Sur. La hoja de trabajo incluye un ejercicio de gramática sobre las cláusulas relativas definitorias.
517	Travel and transport	Reisen und Transport		Viajes y medios de transporte	In this lesson you will learn a number of words and expressions for talking about private and public transport.	In dieser Lektion werden Sie eine Reihe an Wörtern und Ausdrücken lernen, um über private und öffentliche Verkehrsmittel sprechen zu können. 		En esta lección aprenderá una serie de palabras y expresiones para hablar sobre transporte público y privado.
227	Cities and people	Städte und Leute		Ciudades y su gente	In this lesson you will learn words and phrases connected with cities. Visual and text-based activities focus on city places, buildings, sights and jobs.  There is also an activity on words to describe cities. The lesson ends with a pairwork activity for students to discover what the world's most populated cities are. A small amount of preparation is needed before class.	In dieser Lektion werden Sie Wörter und Wendungen über das Stadtleben lernen. Visuelle und text-gestützte Aufgaben konzentrieren sich auf Orte in der Stadt, Gebäude, Sehenswürdigkeiten und Berufe. Es gibt auch eine Wortschatz Aufgabe, um zu lernen Städte zu beschreiben. Die Lektion endet mit einer Partnerarbeit der Schüler, in der sie entdecken sollen, was die meistbevölkerten Städte der Welt sind. Für diese Lektion braucht es ein wenig Vorbereitung vor der eigentlichen Stunde. 		En esta lección, aprenderá palabras y frases relacionadas con las ciudades. Las actividades visuales, y otras basadas en un texto, se centran en lugares, edificios, lugares de interés y trabajos de la ciudad. También hay una actividad sobre palabras para describir ciudades. La lección termina con una actividad de trabajo en parejas para que los estudiantes descubran cuáles son las ciudades más pobladas del mundo. Se necesita una pequeña preparación antes de la clase.
300	Flying	Fliegen		Volando	In this lesson you will learn useful vocabulary and situational expressions for catching a flight and describing an airport.	In dieser Lektion werden Sie nützlichen Wortschatz und situationsbezogene Wendungen lernen, um mit dem Flugzeug wegzufliegen oder einen Flughafen zu beschreiben.		En esta lección, aprenderá vocabulario útil y expresiones situacionales para tomar un vuelo y para describir un aeropuerto.
460	Super memory	Supergedächtsnis		Una gran memoria	Read an article about a young woman who has a very powerful memory. Activities focus on reading and speaking, phrasal verbs and phrases with the word ‘memory’.	Lesen Sie einen Artikel über eine junge Frau, die ein sehr gutes Gedächtnis hat. Die Aufgaben konzentrieren sich auf Sprechen, phrasal verbs und Wendungen mit dem Wort 'Gedächtnis (memory)'. 		Lea un artículo sobre una mujer joven que tiene una memoria muy poderosa. Las actividades se centran en habilidades de lectura y habla, verbos compuestos y frases con la palabra "memory".
308	Gestures and manners	Gesten und Manieren		Gestos y modales 	In this lesson you will learn and practise vocabulary associated with gestures and manners. The worksheet can also be used as the basis for a discussion on good and bad manners among different cultures.	In dieser Lektion werden Sie Vokabeln in Verbindung mit Gesten und Manieren lernen und üben. Das Arbeitsblatt kann auch als Grundlage zu einer Diskussion über gute und schlechte Manieren in verschiedenen Kulturen genutzt werden. 		En esta lección, aprenderá y practicará vocabulario asociado con gestos y modales. La hoja de trabajo se puede utilizar también como base para una discusión sobre buenos y malos modales entre diferentes culturas.
282	Expensive taste	Teurer Geschmack		Un gusto costoso	In this lesson you will read a short article on how the price of food influences its taste according to a scientific study. The worksheet also presents verbs and expressions for giving and reporting opinions. 	In dieser Lektion werden Sie einen kurzen Artikel darüber lesen, wie gemäß einer wissenschaftlichen Studie der Preis von Nahrung ihren Geschmack beeinflusst. Das Arbeitsblatt stellt auch Verben und Wendungen vor, um Meinungen auszudrücken und die Meinungen anderer wiederzugeben. 		En esta lección leerá un breve artículo sobre cómo el precio de los alimentos influye en su sabor según un estudio científico. La hoja de trabajo también presenta verbos y expresiones para dar e informar opiniones.
238	Compliments	Komplimente		Cumplidos	In this lesson you will learn how to make and receive a compliment.	In dieser Lektion werden Sie lernen, ein Kompliment zu machen und auf ein Kompliment zu antworten. 		En esta lección, aprenderá a hacer y recibir un cumplido.
258	Describing character and behaviour	Beschreibung von Charakteren und Verhalten		Describiendo el carácter y el comportamiento	In this lesson you will learn how to describe a person’s character.	In dieser Lektion werden Sie lernen, wie Sie den Charakter einer Person beschreiben können. 		En esta lección aprenderá a describir el carácter de una persona.
421	Rise of the mammone	Der Aufstieg der Mammons		El ascenso del mammone	In this lesson you will read about why many Italian adults are still living at home with their parents. The worksheet rounds off with a review of the present, present perfect and past tenses.	In dieser Lektion werden Sie lesen, warum viele italienische Erwachsene noch immer zu Hause bei ihren Eltern leben. Das Arbeitsblatt wird mit einer Wiederholung von present, present perfect und den past Formen abgerundet. 		En esta lección, leerá acerca de por qué muchos adultos italianos todavía viven en casa con sus padres. La hoja de trabajo culmina con una revisión del presente, el presente perfecto y el pasado.
494	The future of the world	Die Zukunft der Welt		El futuro del mundo	In this lesson you will read and complete predictions about the year 2050 and learn the structure will/won't + infinitive for talking about future predictions.	In dieser Lektion werden Sie Vorhersagen über das Jahr 2050 lesen und vervollständigen. Sie werden außerdem die Struktur von will/won't + Infinitiv lernen, um über Vorhersagen für die Zukunft sprechen zu können. 		En esta lección leerás y completarás predicciones sobre el año 2050 y aprenderás la estructura "will / won't" + infinitivo para hablar sobre predicciones futuras.
220	Changes	Veränderungen		Cambios	In this lesson you will develop your understanding of the present perfect tense.	In dieser Lektion werden Sie ein Verständnis für das present perfect entwickeln. 		En esta lección, estudiará el uso del presente perfecto.
240	Controversy	Kontroverse		Controversia	In this lesson you will read about a Norwegian proposal to ban begging. The worksheet also introduces the first conditional structure.	In dieser Lektion werden Sie über einen norwegischen Gesetzesentwurf lesen, der das Betteln verbieten soll. Das Arbeitsblatt führt außerdem die Struktur des ersten Bedingungssatzes (first conditional) ein. 		En esta lección, leerá sobre una propuesta noruega para prohibir la mendicidad. La hoja de trabajo también presenta la estructura del primer condicional.
387	Past review	Vergangenheit: Wiederholung		Repaso de pretérito	In this video-aided lesson review the <b>past simple</b> and <b>past continuous</b> tenses. 	In dieser Video gestützten Lektion werden sie das Simple Past und das Past Continous wiederholen. 		En esta lección asistida por video, repase el pasado simple y el pasado continuo.
290	Famous firsts	Berühmte Premieren		Primeras veces famosas	In this lesson you will find out about the first time important events happened. There are listening and reading activities, plus exercises covering key vocabulary, irregular verbs and time phrases with 'in'. 	In dieser Lektion werden Sie herausfinden, welche wichtigen Dinge wann zum ersten Mal passiert sind. Es gibt Aufgaben zum Hörverstehen, Leseverstehen sowie Übungen, die grundlegenden Wortschatz, unregelmäßige Verben und zeitliche Ausdrücke mit 'in' abdecken.		En esta lección, conocerá la primera vez que sucedieron eventos importantes. Hay actividades para practicar la escucha y la lectura, además de ejercicios que cubren vocabulario clave, verbos irregulares y frases de tiempo con "in".
276	Education	Erziehung		Educación	In this lesson you will learn how to describe the education system in your country using British and American English.	In dieser Lektion werden Sie lernen, das Bildungssystem Ihres Landes zu beschreiben und dabei britisches und amerikanisches Englisch zu verwenden. 		En esta lección, aprenderá a describir el sistema educativo de su país utilizando el inglés británico y el americano.
349	Learning English	Englisch lernen		Aprendiendo inglés	This lesson teaches you how to say the letters of the alphabet, how to ask about the meaning and spelling of unfamiliar words and how to describe different parts of speech (nouns, verbs, prepositions, pronouns adverbs).	In dieser Lektion lernen Sie die Aussprache der Buchstaben des Alphabets, wie man die Bedeutung und die Schreibung unbekannter Wörter erfragt und wie man verschiedene Bestandteile von Sprache beschreibt (Nomen, Verben, Präpositionen, Adverbien).		Esta lección le enseña cómo decir las letras del alfabeto, cómo preguntar sobre el significado y la ortografía de palabras desconocidas y cómo describir diferentes partes de la oración (sustantivos, verbos, preposiciones, pronombres y adverbios).
490	The British Royal family	Die britische Königsfamilie		La familia real británica	In this lesson you will learn about the British Royal family and learn words for different royal people. You will read an article on surprising facts about the Queen, and practise your comprehension skills. 	In dieser Lektion werden Sie etwas über die königliche Familie in Großbritannien erfahren und Sie werden Wörter für verschiedene königliche Menschen lernen. Sie werden einen Artikel über überraschende Fakten zur Queen lesen und dabei Ihr Leseverstehen üben. 		En esta lección, aprenderá sobre la familia real británica y aprenderá palabras para diferentes personas de la realeza. Leerás un artículo sobre hechos sorprendentes acerca de la reina y practicarás tus habilidades de comprensión.
496	The Internet	Das Internet		Internet	In this lesson you will learn vocabulary related to the internet. The target language includes words and expressions for describing features of websites and actions that people perform on the web.	In dieser Lektion werden Sie Vokabeln rund ums Internet lernen. Die Zielsprache beinhaltet Wörter und Wendungen, um Internetseiten und Dinge zu beschreiben, die Menschen im Internet tun. 		En esta lección, aprenderá vocabulario relacionado con la Internet. El idioma destino incluye palabras y expresiones para describir características de sitios web y acciones que las personas realizan en la web.
269	Drinks and containers	Getränke und Behälter		Bebidas y contenedores	You will learn a variety of words and expression for describing drinks and containers. The worksheet includes a grammar exercise on quantifiers.	Sie werden verschiedene Wörter und Wendungen lernen, um Getränke und Getränkebehälter zu beschreiben. Das Arbeitsblatt beinhaltet eine grammatische Aufgabe zu den Zahlwörtern (quantifiers).		Aprenderá una variedad de palabras y expresiones para describir bebidas y envases. La hoja de trabajo incluye un ejercicio de gramática sobre cuantificadores.
378	Nomophobia	Nomophobie		Nomofobia	This lesson plan is based on an article about `nomophobia' (the fear of losing one's mobile device). Read about how nomophobia is affecting people in the UK. This is followed by a grammar exercise on prepositional phrases. 	Dieser Stundenentwurf stützt sich auf einen Artikel über 'Nomophobie' (die Angst, sein Handy zu verlieren). Lesen Sie, wie Nomophobie die Menschen in Großbritannien beeinflusst. Daran schließt sich eine Übung zur Grammatik mit präpositionalen Ausdrücken an. 		Este plan de clase se basa en un artículo sobre la "nomofobia" (el miedo a perder el dispositivo móvil). Lea sobre cómo la nomofobia está afectando a las personas en el Reino Unido. A esto le sigue un ejercicio de gramática sobre frases preposicionales.
384	Out of the way	Aus dem Weg		Fuera del camino	In this lesson you will read about a Chinese city that has created a special lane for pedestrians who use their mobile phones while walking. The grammar section of the worksheet looks at reported speech.	In dieser Lektion werden Sie über eine chinesische Stadt lesen, die einen eigenen Weg für Fußgänger eingerichtet hat, die ihr Handy beim Laufen benutzen. Der Grammatikteil des Arbeitsblattes behandelt die indirekte Rede (reported speech). 		En esta lección, leerá sobre una ciudad china que ha creado un carril especial para peatones que usan sus teléfonos móviles mientras caminan. La sección de gramática de la hoja de trabajo analiza el Discurso Indirecto.
260	Describing food	Essen beschreiben		Describiendo comida	In this lesson you will learn useful vocabulary for describing different types of food, including terms for different flavours and dishes.	In dieser Lektion werden Sie nützlichen Wortschatz lernen, um verschiedene Arten von Nahrung zu beschreiben und dabei auch die Bezeichnungen von Geschmacksrichtungen und Gerichten lernen. 		En esta lección, aprenderá vocabulario útil para describir diferentes tipos de alimentos, incluidos términos para diferentes sabores y comidas.
178	Alexander Graham Bell	Alesander Graham Bell		Alexander Graham Bell	You will listen to a brief biography of scientist, engineer and inventor, Alexander Graham Bell. Activities focus on listening comprehension, vocabulary and speaking.	Sie werden eine kurze Biographie des Wissenschaftlers, Ingenieurs und Erfinders Alexander Graham Bell hören. Die Aufgaben konzentrieren sich auf Hörverstehen, Wortschatz und Sprechen. 		Escucharás una breve biografía del científico, ingeniero e inventor, Alexander Graham Bell. Las actividades se centran en la comprensión auditiva, el vocabulario y el habla.
236	Colours and shades	Farben und Schattierungen		Colores y matices	This lesson teaches you how to describe different shades of colours as well as some common collocations and idioms with colours. 	In dieser Lektion lernen Sie verschiedene Farbtönungen zu beschreiben. Außerdem lernen Sie gebräuchliche Kollokationen und Redewendungen mit Farben. 		Esta lección le enseña cómo describir diferentes tonos de colores, así como algunas "collocations" y expresiones idiomáticas comunes con los colores.
174	Abraham Licoln	Abraham Lincoln		Abraham Licoln	You will listen to a mini profile about Abraham Lincoln, the 16th president of the United States. The lesson focuses on vocabulary, listening comprehension and speaking.	Sie werden eine kurze Beschreibung von Abraham Lincoln, dem 16. Präsidenten der Vereinigten Staaten hören. Die Lektion konzentriert sich auf Wortschatz, Hörverstehen und Sprechen. 		Escucharás una mini descripción de Abraham Lincoln, el decimosexto presidente de los Estados Unidos. La lección se centra en el vocabulario, la comprensión auditiva y el habla.
	NIVEAU B2 - ENGLISH FOR LIFE							
399	Population science	Bevölkerungswissenschaft		Ciencias de la población	The theme of this lesson is education and the problem of rising global population. Read an article about a proposed strategy to limit global population growth by putting more girls in the developing world through secondary school. The first and second conditionals are studied and practised. 	Das Thema der Lektion ist Bildung und das Problem der steigenden Weltbevölkerung. Lesen Sie einen Artikel über eine Strategie zur Beschränkung einer wachsenden Weltbevölkerung, die vorsieht, mehr Mädchen in den Entwicklungsländern auf eine weiterführende Schule zu schicken. Die Bedingungssätze Typ I und II (first and second conditional) werden gelernt und geübt. 		El tema de esta lección es la educación y el problema del aumento de la población mundial. Lea un artículo sobre una estrategia para limitar el crecimiento de la población mundial incluyendo más niñas a la escuela secundaria en países desarrollados. Se estudian y se practican los primeros y segundos condicionales.
437	Smog war	Smogkrieg		La guerra contra el smog	Read about Italy's air pollution problem and what the government is doing about it. The worksheet includes a grammar exercise on the present perfect.	Lesen Sie über das Feinstaubproblem in Italien und was die Regierung dagegen tut. Das Arbeitsblatt beinhaltet eine Grammatikaufgabe zum present perfect. 		Lea sobre el problema de la contaminación del aire en Italia y lo que está haciendo el gobierno al respecto. La hoja de trabajo incluye un ejercicio de gramática sobre el presente perfecto.
464	Sustainable fashion	Nachhaltige Mode		Moda sustentable	Read about the environmental impact of our current fashion culture and proposed solutions to the problems. The worksheet focuses on reading comprehension, vocabulary and speaking.	Lesen Sie etwas darüber, welche negativen Auswirkungen unsere jetzige Modeindustrie auf die Umwelt hat und welche Lösungsvorschläge es für dieses Problem gibt. Das Arbeitsblatt konzentriert sich auf Leseverstehen, Wortschatz und Sprechen. 		Lea sobre el impacto ambiental de nuestra cultura de moda actual y las soluciones propuestas a tales problemas. La hoja de trabajo se centra en la comprensión lectora, el vocabulario y el habla.
530	Water crisis	Wasserkrise		Crisis del agua	The topic of this worksheet is Brazil's water crisis. Read a short text about how a recent drought is affecting Brazil's largest city. The lesson includes vocabulary work, a speaking activity and a grammar review activity on the present perfect simple.	Das Thema des Arbeitsblattes ist die Wasserkrise in Brasilien. Lesen Sie einen kurzen Text darüber, welche negativen Auswirkungen eine Dürre in jüngster Vergangenheit auf Brasiliens größte Stadt hatte. Die Lektion beinhaltet Wortschatzarbeit, eine Aufgabe zum Sprechen und eine Wiederholung der Grammatik des present perfect simple.		El tema de esta hoja de trabajo es la crisis del agua en Brasil. Lea un breve texto sobre cómo una sequía reciente está afectando a la ciudad más grande de Brasil. La lección incluye vocabulario relacionado al trabajo, una actividad oral y una actividad de revisión gramatical sobre el presente perfecto simple.
284	Extreme adjectives	Adjektive der Extreme		Adjetivos extremos	In this lesson you will learn how to be more descriptive using extreme adjectives, e.g. brilliant, terrible, dreadful, exhausted, huge, tiny, filthy, starving, etc. The worksheet includes gap-fill exercises to get you practising the adjectives.	In dieser Lektion werden Sie Ihren Wortschatz zur Beschreibung erweitern, indem sie extreme Adjektive wie zum Beispiel genial, schrecklich, furchtbar, erschöpft, riesig, winzig, schmutzig, ausgehungert etc. verwenden. Das Arbeitsblatt beinhaltet Lückentexte für das Üben der Adjektive. 		En esta lección, aprenderá a ser más descriptivo utilizando adjetivos extremos, p. Ej. brillante, terrible, espantoso, exhausto, enorme, diminuto, sucio, hambriento, etc. La hoja de trabajo incluye para completar con dichos adjetivos.
427	Say and tell	Sagen und berichten		Say and tell	This lesson looks at the differences between say and tell. 	In dieser Lektion schauen Sie sich die Unterschiede zwischen sagen (say) und erzählen (tell) an. 		Esta lección trata las diferencias entre "say" y "tell".
486	The accidental millionaire	Der zufällige Millionär		El accidente millonario	This lesson is based on an article about a woman from New Zealand who became an 'accidental millionaire' when her partner's bank mistakenly increased his overdraft limit by nearly £5 million ($8 million). There is plenty of crime and punishment vocabulary as well as banking terms and expressions (which should be familiar to students who have done the worksheet <b>Banking</b>). In the grammar section, there is an exercise on the <b>past perfect simple</b>, which is used throughout the article. 	Diese Lektion ist auf einen Artikel über eine Frau aus Neuseeland gestützt, die durch Zufall Millionärin wurde, als die Bank ihres Partners irrtümlich das Limit des Überziehungskredits auf beinahe 5 Millionen £ ($ 8 Millionen) erhöhte. Hier gibt es viele Vokabeln über Kriminalität und Strafen sowie Wörter und Wendungen aus dem Bankenbereich (die den Lernenden bekannt sein sollten, wenn sie das Arbeitsblatt 'Banking' gemacht haben). Im Grammatikbereich gibt es eine Aufgabe zum simple past, das im ganzen Artikel verwendet wird. 		Esta lección se basa en un artículo sobre una mujer de Nueva Zelanda que se convirtió en millonaria accidentalmente cuando el banco de su compañero aumentó por error su límite de descubierto en casi £ 5 millones (US$ 8 millones). Hay mucho vocabulario sobre crimen y castigo, así como términos y expresiones bancarias (que deberían ser familiares para los estudiantes que hayan realizado la hoja de trabajo "La banca"). En la sección de gramática, hay un ejercicio sobre el pasado perfecto simple, el cual se utiliza a lo largo del artículo.
288	Fake news	Falschnachrichten		Fake news	In this lesson read an article about how school pupils are unable to tell the difference between real and fake news. The worksheet focuses on the skills of reading, speaking and understanding, and includes several vocabulary activities. 	In dieser Lektion lesen Sie einen Artikel darüber, dass jüngere Schüler nicht dazu fähig sind, falsche Nachrichten (fake news) von richtigen Nachrichten zu unterscheiden. Das Arbeitsblatt konzentriert sich auf die Fertigkeiten Leseverstehen und Sprechen und beinhaltet einige Aufgaben zum Wortschatz. 		En esta lección, lea un artículo sobre cómo los niños escolarizados no pueden diferenciar entre noticias reales y falsas. La hoja de trabajo se centra en las habilidades de lectura, expresión oral y comprensión, e incluye varias actividades de vocabulario.
302	Football and the World Cup	Fußball und die Weltmeisterschaft		El fútbol y la Copa del Mundo	Study football vocabulary and learn about the World Cup in this intermediate lesson plan. The worksheet includes a listening exercise.	Lernen Sie Vokabeln zum Fußball und erfahren Sie etwas über die Weltmeisterschaft in diesem Stundenentwurf auf Mittelstufenniveau. Das Arbeitsblatt beinhaltet eine Hörverstehensaufgabe. 		Estudia vocabulario de fútbol y aprende sobre la Copa del Mundo en este plan de clase nivel intermedio. La hoja de trabajo incluye un ejercicio de escucha.
416	Relationships and dating	Beziehungen und Partnersuche		Relaciones y citas	In this lesson you will learn words and phrases connected with relationships and dating. Text and visual-based activities cover romantic events, describing relationships and dating expressions. 	In dieser Lektion werden Sie Wörter und Wendungen lernen, die mit Beziehungen und Verabredungen zusammenhängen. Text und Bild gestützte Aufgaben decken romantische Ereignisse, die Beschreibung von Beziehungen und Wendungen für Verabredungen ab. 		En esta lección, aprenderá palabras y frases relacionadas con las relaciones y las citas. Las actividades de texto y las visuales cubren eventos románticos, descripción de relaciones y expresiones típicas de citas.
538	Weddings	Hochzeiten		Bodas	In this lesson you will learn words and phrases connected with Western weddings. Key vocabulary is covered alongside exercises on wedding clothes, people involved in weddings and wedding traditions. 	In dieser Lektion werden Sie Wörter und Wendungen lernen, die mit Hochzeiten der westlichen Welt zusammenhängen. Der grundlegende Wortschatz wird durch Übungen zu Hochzeitskleidung, Hochzeitsteilnehmern und Hochzeitstraditionen abgedeckt. 		En esta lección aprenderá palabras y frases relacionadas con las bodas occidentales. Se trabaja con vocabulario clave junto con ejercicios sobre la ropa y los participantes de las mismas y tradiciones matrimoniales.
221	Character and feelings	Charakter und Gefühle		Carácter y sentimientos	In this lesson you will learn and practise vocabulary related to people’s character and feelings.	In dieser Lektion werden Sie Wortschatz für den Charakter von Menschen und ihren Gefühlen lernen und üben.		En esta lección aprenderá y practicará vocabulario relacionado con la personalidad y los sentimientos de las personas.
310	Getting to know someone	Jemanden kennenlernen		Conociendo a alguien	In this lesson you will listen to two dialogues and study the questions that the speakers use to ask about each other’s background, work, hobbies, travel experience, etc. The worksheet also introduces terms for describing people you know, e.g. <i>an acquaintance, a mutual friend, a flatmate, a colleague,</i> etc. 	In dieser Lektion werden Sie sich zwei Dialoge anhören und Fragen lernen, die Sprecher stellen, um etwas über die Herkunft, Arbeit, Hobbys, Reiseerfahrungen etc. der anderen Person zu erfahren. Das Arbeitsblatt führt auch Ausdrücke ein, um Menschen zu beschreiben, die man kennt, Bekanntschaften, gemeinsame Freunde, Mitbewohner, Kollegen etc.  		En esta lección, escuchará dos diálogos y estudiará las preguntas que los interlocutores se hacen el uno al otro para indagar acerca de sus trayectorias, sus trabajos, pasatiempos, experiencias de viaje, etc. La hoja de trabajo también presenta términos para describir a las personas que conoce, ej. "an acquaintance, a mutual friend, a flatmate, a colleague, etc".
348	Land and sea	Land und Wasser		Tierra y mar	In this lesson you will learn and practise vocabulary related to land and sea.	In dieser Lektion werden Sie Wortschatz zu Land und Meer lernen und üben. 		En esta lección aprenderás y practicarás vocabulario relacionado con la tierra y el mar.
169	A room with a view	Zimmer mit Aussicht		Una habitación con vistas	Read about how windows can affect the wellbeing of elderly people. Activities focus on reading comprehension and vocabulary (including phrasal verbs). 	Lesen Sie darüber, wie Fenster das Wohlbefinden von älteren Menschen positiv beeinflussen können. Die Aufgaben konzentrieren sich auf Leseverstehen und Wortschatz (inklusive phrasal verbs).		Lea sobre cómo las ventanas pueden afectar el bienestar de las personas mayores. Las actividades se centran en la comprensión lectora y el vocabulario (incluidos los verbos compuestos).
199	At the hotel	Im Hotel		En el hotel	This lesson teaches common words and phrases for describing hotel facilities, service and staff, as well as practical expressions to use with a hotel receptionist. Learn how to book a room, check in and check out.	In dieser Lektion werden Sie gebräuchliche Wörter und Wendungen lernen, um Hoteleinrichtungen, Service und Personal sowie praktische Ausdrücke, die man an der Rezeption anwenden kann zu beschreiben. Lernen Sie, ein Zimmer zu buchen sowie den Check-in und den Check-out vorzunehmen. 		Esta lección enseña palabras y frases comunes para describir las instalaciones, el servicio y el personal de un hotel, así como expresiones prácticas para usar en la recepción del hotel. Aprenda a reservar una habitación, a registrarse y a irse de un hotel.
462	Surfing the net	Im Internet 		En la internet	 In this lesson you will learn key words and collocations for talking about the internet. The lesson includes a short text and discussion activity on the principle of 'net neutrality'. In the final exercise watch 8 short webcasts and complete a sentence about each clip.	In dieser Lektion werden Sie Schlüsselwörter und Kollokationen lernen, um über das Internet zu sprechen. Die Lektion beinhaltet einen kurzen Text und eine Diskussion über das Prinzip der 'Netzneutralität'. In der Abschlussaufgabe schauen Sie sich 8 kurze Live-Übertragungen an und ergänzen einen Satz zu jedem Clip. 		En esta lección, aprenderá palabras clave y "collocations" para hablar sobre la Internet. La lección incluye un texto breve y una actividad de debate sobre el principio de "neutralidad de Internet". En el ejercicio final, mire 8 webcasts breves y complete una oración sobre cada clip.
503	The selfie revolution	Die Selfie Revolution		La revolución de la selfie	Read an article examining the modern fad of taking selfies (self-portrait photographs). The worksheet includes vocabulary and speaking activities, and there are also several grammar exercises covering a few common uses of the present perfect simple and present perfect continuous.	Lesen Sie einen Artikel, der die Modeerscheinung untersucht Selfies aufzunehmen (Fotos von sich selbst). Dieses Arbeitsblatt beinhaltet Vokabeln und Aufgaben zum Sprechen und es gibt auch einige Grammatikaufgaben, die die gebräuchlichsten Anwendungen des present perfect und des present perfect continuous abdecken. 		Lea un artículo que examina la moda de tomar selfies (fotografías de autorretrato). La hoja de trabajo incluye vocabulario y actividades de conversación, y también hay varios ejercicios de gramática que cubren algunos usos comunes del presente perfecto simple y del presente perfecto continuo.
519	Troubleshooting	Fehlerbehebung		Solución de problemas	Learn how to talk about and troubleshoot technical problems. The lesson includes a dialogue and a role play in which you can practise the target language.	Lernen Sie hier, über technische Probleme zu sprechen und darüber, wie man deren Ursachen findet. Die Lektion beinhaltet einen Dialog und ein Rollenspiel, in dem Sie die Zielsprache üben können. 		Aprenda a hablar y solucionar problemas técnicos. La lección incluye un diálogo y un juego de roles en el que puedes practicar el idioma destino.
306	Gadgets and appliances	Gadgets und Geräte		Gadgets y electrodomésticos	Learn and practise vocabulary related to gadgets and appliances.	Lernen und üben Sie Wortschatz zum Thema Haushaltsgeräte und anderen elektrischen Geräten. 		Aprenda y practique vocabulario relacionado con gadgets y electrodomésticos.
265	Difficulties on the phone	Schwierigkeiten am Telefon		Dificultades al teléfono	This lesson teaches expressions for dealing with difficulties on the phone. Through vocabulary practice and role play, the students learn how to handle common technical and communication problems such as weak signals, crossed lines, battery problems, language barriers etc.	In dieser Lektion lernen Sie Ausdrücke, die es Ihnen ermöglichen, mit Schwierigkeiten beim Telefonieren umzugehen. Durch das Üben der Vokabeln und des Rollenspiels üben die Lernenden, wie man oft vorkommende technische und kommunikative Probleme angeht, wie zum Beispiel eine schlechte Verbindung, sich verwählen, schwacher Akku, Sprachbarrieren etc. 		Esta lección enseña expresiones para lidiar con dificultades en el teléfono. A través de la práctica del vocabulario y el juego de roles, los estudiantes aprenden cómo manejarse con problemas técnicos y de comunicación tipicos como señales débiles, líneas cruzadas, problemas con la batería, barreras de idiomas, etc.
350	Learning languages	Sprachen lernen		Aprendiendo idiomas	In this lesson learn vocabulary related to <b>learning languages</b>. The target language includes words and expressions for describing features of languages and useful questions for asking about words.	In dieser Lektion werden Sie Wortschatz zum Thema Spracherwerb lernen. Die Zielsprache beinhaltet Wörter und Ausdrücke, um Merkmale von Sprachen zu beschreiben und nützliche Fragestrukturen, um nach unbekannten Wörtern zu fragen. 		En esta lección, aprenda vocabulario relacionado con el aprendizaje de idiomas. El idioma de destino incluye palabras y expresiones para describir características de idiomas y preguntas útiles que se pueden hacer sobre palabras.
524	Vacation or holiday?	Vacation or holiday?		Vacation or holiday?	Confused by <b>American and British English</b> vocabulary? Here are some common differences.	Sind Sie verwirrt durch die Überschneidungen von britischem und amerikanischem Englisch? Hier lernen Sie einige der wichtigsten Unterschiede kennen. 		¿Se confunde con el vocabulario del inglés americano y el británico? A continuación, se muestran las diferencias más comunes.
205	Banking	Bankwesen		La banca	This lesson teaches useful words and phrases for describing banking products and services including types of bank accounts, loans, payment methods and foreign exchange. Learn how to exchange money from one currency to another, pay in and withdraw cash, enquire about their bank balance and check your overdraft limit. 	In dieser Lektion lernen Sie Wörter und Wendungen, um Bankprodukte und Leistungen der Bank wie zum Beispiel Kontos, Kredite, Zahlmethoden und Devisen zu beschreiben. Lernen Sie, wie man Geld von einer Währung in die andere umtauscht, bar bezahlt oder Geld abhebt, sich nach dem Kontostand erkundigt oder das Limit des Überziehungskredits prüft. 		Esta lección enseña palabras y frases útiles para describir productos y servicios bancarios, incluidos tipos de cuentas bancarias, préstamos, métodos de pago y cambio de divisas. Aprenda a cambiar dinero de una moneda a otra, pagar y retirar efectivo, consultar su saldo bancario y verificar su límite de sobregiro.
301	Food and drink	Essen und Trinken		Comida y bebida	Learn and practise vocabulary related to food and drink.	Lernen und üben Sie Wortschatz zum Thema Essen und Trinken. 		Aprenda y practique vocabulario relacionado con la comida y la bebida.
365	Metro stress	U-Bahn-Stress		El estrés de usar el metro	The theme of this lesson is transport and stress. Read an article on the problems faced by commuters and workers on the metro in the Russian capital Moscow. The passive voice is studied and practised.	Die Themen dieser Lektion sind Verkehrsmittel und Stress. Lesen Sie einen Artikel über die Probleme, auf die Pendler und Angestellte in der U-Bahn der russischen Hauptstadt Moskau stoßen. Das Passiv wird hier gelernt und geübt. 		El tema de esta lección es la relación entre el transporte y el estrés. Lea un artículo sobre los problemas que enfrentan los viajeros y los trabajadores del metro en la capital rusa, Moscú. Se estudia y se practica la voz pasiva.
422	Road and transport	Straße und Transport		La carretera y el transporte	Learn and practise vocabulary related to road and transport.	Lernen und üben Sie Vokabeln zum Thema Straßen und Verkehrsmittel. 		Aprenda y practique vocabulario relacionado con la carretera y el transporte.
