ID Question|Part|Instructions|Question|Content|Question time|Answer|Is correct|Answer type|Answer gain|
||||||(B) marks|0|radio|0|
||||||(C) dries|0|radio|0|
||||||(D) costs|0|radio|0|
116|Part 5|Complete the sentence with the correct answer.|The young salesman was very good at ___________his customers to buy the most expensive model.||NA|(A) supplying|0|radio|0|
||||||(B) satisfying|0|radio|0|
||||||(C) convincing|1|radio|4|
||||||(D) mentioning|0|radio|0|
117|Part 5|Complete the sentence with the correct answer.|We are_______________ examining different options for our new business model.||NA|(A) right now|0|radio|0|
||||||(B) surely|0|radio|0|
||||||(C) currently|1|radio|4|
||||||(D) possibly|0|radio|0|
118|Part 5|Complete the sentence with the correct answer.|The real estate _____________ is forecasted to improve next year.||NA|(A) homes|0|radio|0|
||||||(B) portion|0|radio|0|
||||||(C) market|1|radio|4|
||||||(D) money|0|radio|0|
119|Part 5|Complete the sentence with the correct answer.|The customer did not ____________which portion of the phone bill he did not understand.||NA|(A)  specific|0|radio|0|
||||||(B)  specify|1|radio|4|
||||||(C) specified|0|radio|0|
||||||(D) specification|0|radio|0|
120|Part 5|Complete the sentence with the correct answer.|When Joseph received his__________all of his supervisors praised him for his hard work.||NA|(A) inspiration|0|radio|0|
||||||(B) conspiration|0|radio|0|
||||||(C) devotion|0|radio|0|
||||||(D) promotion|1|radio|4|
121|Part 5|Complete the sentence with the correct answer.|After attending the seminar on “The Power of __________” the sales team increased their sales by 75%||NA|(A) Influence|0|radio|0|
||||||(B) Motivation|0|radio|0|
||||||(C) Persuasion|1|radio|4|
||||||(D) Hypnosis|0|radio|0|
122|Part 5|Complete the sentence with the correct answer.|Ming goes to work early every day because she is much more _____________ in the morning than in the afternoon.||NA|(A) happily|0|radio|0|
||||||(B) optimistic|0|radio|0|
||||||(C) productive|1|radio|4|
||||||(D) pessimistic|0|radio|0|
123|Part 5|Complete the sentence with the correct answer.|Your ______________ is guaranteed, or we will refund your money 100%.||NA|(A) satisfy|0|radio|0|
||||||(B) satisfactory|0|radio|0|
||||||(C) satisfied|0|radio|0|
||||||(D) satisfaction|1|radio|4|
124|Part 5|Complete the sentence with the correct answer.|The three companies competed _________ each other for the contract.||NA|(A) for|0|radio|0|
||||||(B) with|1|radio|4|
||||||(C) among|0|radio|0|
||||||(D) around|0|radio|0|
125|Part 5|Complete the sentence with the correct answer.|The ___________ of not following the client’s specifications were severe; they lost the million dollar contract.||NA|(A) consequence|1|radio|4|
||||||(B) sequence|0|radio|0|
||||||(C) affluence|0|radio|0|
||||||(D) excellence|0|radio|0|
126|Part 5|Complete the sentence with the correct answer.|Sara will only _____________ appliances that are energy-efficient.||NA|(A) purchasing|0|radio|0|
||||||(B) purchase|1|radio|4|
||||||(C) purchased|0|radio|0|
||||||(D) purchases|0|radio|0|
127|Part 5|Complete the sentence with the correct answer.|The customer considered _______________ the DVD player but decided that he did get a good deal after all.||NA|(A) playing|0|radio|0|
||||||(B) winning|0|radio|0|
||||||(C) returning|1|radio|4|
||||||(D) buying|0|radio|0|
128|Part 5|Complete the sentence with the correct answer.|Please protect yourself from internet scams_________getting detailed information about the seller.||NA|(A) whereby|0|radio|0|
||||||(B) until|0|radio|0|
||||||(C) by|1|radio|4|
||||||(D) with|0|radio|0|
129|Part 5|Complete the sentence with the correct answer.|After _________the three warranty options, Henry decided to go with the 5 year plan.||NA|(A) considering|1|radio|4|
||||||(B) consideration|0|radio|0|
||||||(C) considerable|0|radio|0|
||||||(D) considered|0|radio|0|
130|Part 5|Complete the sentence with the correct answer.|My health insurance policy did not ___________ my surgery.||NA|(A) protect|0|radio|0|
||||||(B) cover|1|radio|4|
||||||(C) unveil|0|radio|0|
||||||(D) undo|0|radio|0|
131|Part 5|Complete the sentence with the correct answer.| What is the ___________date on this milk? It tastes sour.||NA|(A) expiration|1|radio|4|
||||||(B) good|0|radio|0|
||||||(C) bought|0|radio|0|
||||||(D) purchase|0|radio|0|
132|Part 5|Complete the sentence with the correct answer.|The owner _________ visits other stores to see how they display their products.||NA|(A) blankly|0|radio|0|
||||||(B) abidingly|0|radio|0|
||||||(C) actively|0|radio|0|
||||||(D) frequently|1|radio|4|
133|Part 5|Complete the sentence with the correct answer.| If your TV breaks down within 30 days of your purchase, the store is_____________to give you your money back.||NA|(A) requirement|0|radio|0|
||||||(B) requires|0|radio|0|
||||||(C) require|0|radio|0|
||||||(D) required|1|radio|4|
134|Part 5|Complete the sentence with the correct answer.|The new business plan ___________________ the needs of the community.||NA|(A) proposes|0|radio|0|
||||||(B) explains|0|radio|0|
||||||(C) addresses|1|radio|4|
||||||(D) searches|0|radio|0|
135|Part 5|Complete the sentence with the correct answer.|We will try to avoid filing for bankruptcy at all _________________.||NA|(A) reasons|0|radio|0|
||||||(B) costs|1|radio|4|
||||||(C) support|0|radio|0|
||||||(D) stores|0|radio|0|
136|Part 5|Complete the sentence with the correct answer.|The business plan did not address how the company was going to ________new products.||NA|(A) develop|1|radio|4|
||||||(B) development|0|radio|0|
||||||(C) developer|0|radio|0|
||||||(D) developed|0|radio|0|
137|Part 5|Complete the sentence with the correct answer.|The owner of the company ________________each employee’s performance every year.||NA|(A) searched|0|radio|0|
||||||(B) filed|0|radio|0|
||||||(C) evaluated|1|radio|4|
||||||(D) organized|0|radio|0|
138|Part 5|Complete the sentence with the correct answer.|After three unsuccessful bids, our fourth bid ________ accepted by the fortune 500 company.||NA|(A) is|0|radio|0|
||||||(B) was|1|radio|4|
||||||(C) has|0|radio|0|
||||||(D) am|0|radio|0|
139|Part 5|Complete the sentence with the correct answer.| I will _______________ how to operate this new shredding machine.||NA|(A) demonstrated|0|radio|0|
||||||(B) demonstration|0|radio|0|
||||||(C) demonstrator|0|radio|0|
||||||(D) demonstrate|1|radio|4|
140|Part 5|Complete the sentence with the correct answer.|The seminar presented different ___________________ to reach a new market.||NA|(A) roles|0|radio|0|
||||||(B) substitute|0|radio|0|
||||||(C) strategies|1|radio|4|
||||||(D) arguments|0|radio|0|
141|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Advertisement
 
Are you tired of constantly using more minutes than what is allowed in your cell phone plan? Do you want a plan that is truly unlimited? Do you want plan that has unlimited minutes, unlimited texts, unlimited video and picture messaging _____________having to pay an arm and a leg?
||NA|(A) throughout|0|radio|0|
||||||(B) without|1|radio|8|
||||||(C) between|0|radio|0|
||||||(D) toward|0|radio|0|
142|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Freewire now introduces a plan that has all the ___________cell phone users want without the expensive cost.||NA|(A) tools|0|radio|0|
||||||(B) gadgets|0|radio|0|
||||||(C) features|1|radio|8|
||||||(D) texting|0|radio|0|
143|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|With the new Freewire plan, you get unlimited minutes for domestic calls and a special discount for international calls. You also get unlimited texting and unlimited video and picture messaging for a monthly fee of $99.99. For a limited time, if you sign a two year contract, we will also ____________ a new Silverberry phone for free. Imagine owning the new Silverberry phone for absolutely free. This offer is only available for until May, so hurry and visit any Freeiwire store near you.
||NA|(A) give|0|radio|0|
||||||(B) present|0|radio|0|
||||||(C) throw|0|radio|0|
||||||(D) include|1|radio|8|
144|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Promotion Email
 
To:           	             All Sales Employees
From:           	             Amanda Winthrop
Date:           	             December 20
Re:           	             Bonus
 
Dear Sales employees:
 
I want to congratulate you on another successful year! Due to your hard work, we have again achieved the _____________of selling the most number of laptops in the Midwest region.
||NA|(A) record|1|radio|8|
||||||(B) plan|0|radio|0|
||||||(C) sales|0|radio|0|
||||||(D) purpose|0|radio|0|
145|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Headquarters has recognized your efforts and approved a 10% bonus for all of you! This bonus will be added to your paycheck next month. I am extremely proud of each and every one of you. Headquarters is also determining a salary increase for all sales employees based on their yearly ___________ reviews.||NA|(A) negative|0|radio|0|
||||||(B) positive|0|radio|0|
||||||(C) academic|0|radio|0|
||||||(D) performance|1|radio|8|
146|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|I have submitted your performance evaluations to headquarters, and the salary increase announcements should be made in the ________ future.
 
I want thank you again and encourage each of you to make next year another successful year!
 
Best Regards,
Amanda Winthrop
VP, Sales
||NA|(A) near|1|radio|8|
||||||(B) far|0|radio|0|
||||||(C) further|0|radio|0|
||||||(D) close|0|radio|0|
147|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Real Bank
 
Are you tired of having to listen to one recording after another when you call your bank? Do you get ____________with all the numbers you need to push in order to just find the balance of your account?
||NA|(A) tired|0|radio|0|
||||||(B) frustrated|1|radio|8|
||||||(C) accustomed|0|radio|0|
||||||(D) mutilated|0|radio|0|
148|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Do you wish sometimes that you can speak to a real, live person? Well, at Real Bank you can. You can reach a live customer service representative anytime of the day, 24/7. We believe our customers __________the best service.||NA|(A) deserving|0|radio|0|
||||||(B) deserve|1|radio|8|
||||||(C) deserved|0|radio|0|
||||||(D) deserves|0|radio|0|
149|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|We don’t believe you need to waste your time navigating through a complicated phone tree just find the balance on your account or for any other needs. Every time you call us, all you need to do is push “0” in order to speak __________ a live person. It’s that easy. So, what are you waiting for?  Call us!
||NA|(A) with|0|radio|0|
||||||(B) of|0|radio|0|
||||||(C) to|1|radio|8|
||||||(D) for|0|radio|0|
150|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|Reservation Confirmation
             
Autsin Hotel
1111 Francy Street
Austin, TX 7777
 
May 27
 
Dear Mr. Smith,
 
Enclosed, please find a copy of the reservation confirmation form. We are holding the Big Event Conference Hall for you from August 10 to the 16th.  In order for us to __________ this reservation, you will need to fill out the form and send us a check for $2,300.||NA|(A) confirmation|0|radio|0|
||||||(B) confirm|1|radio|8|
||||||(C) confirmed|0|radio|0|
||||||(D) confirms|0|radio|0|
151|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|This amount is 10% of the total price of the conference hall for your event. As I mentioned over the phone, the maximum _____________for the conference hall is 300 people.||NA|(A) number|0|radio|0|
||||||(B) seats|0|radio|0|
||||||(C) capacity|1|radio|8|
||||||(D) people|0|radio|0|
152|Part 6|In each reading passage there will be three blanks to fill in. You will read four possible choices for each blank. You should read the entire passage to make sure you choose the correct choice in context.|If you should require additional seating, we are able to open up the adjacent hall for 100 more people. We will not be able to accommodate more than 400 people. The meal options are also included on this form. Please make sure to fill out this ______________ and inform us of your meal choices.
 
Should you have any questions, please do not hesitate to contact me.
 
Sincerely,
 
Frank Vandersleet
Conference Manager
||NA|(A) contract|0|radio|0|
||||||(B) memo|0|radio|0|
||||||(C) confirmation|0|radio|0|
||||||(D) section|1|radio|8|
153|Part 7|Refer to the following advertisement and choose the correct answer.|What is the purpose of this notice?|IMPORTANT TERMS:
1)               Room cancellations must be made in writing, twenty (20) days prior to your arrival date.
2)               If you do not cancel your reservation, you are financially liable and will be charged for your            	             reserved stay for up to three (3) days.
3)               Guests may not transfer reservations to a third party in the event of a cancellation.
4)               Nonrefundable payment for entire stay is due at time of check-in.
5)              If you do not agree with our terms, please do not sign this confirmation form.
6)           	             A signed confirmation form & credit card number will guarantee your room.|NA|(A) To inform guests on how to reserve a room|0|radio|0|
||||||(B) To inform guests of a new policy|0|radio|0|
||||||(C) To inform guests of the terms of cancellation|1|radio|3|
||||||(D) To inform guests on how to pay for their reservation|0|radio|0|
154|Part 7|Refer to the following advertisement and choose the correct answer.|In order to cancel a reservation, the guest must:|IMPORTANT TERMS:
1)               Room cancellations must be made in writing, twenty (20) days prior to your arrival date.
2)               If you do not cancel your reservation, you are financially liable and will be charged for your            	             reserved stay for up to three (3) days.
3)               Guests may not transfer reservations to a third party in the event of a cancellation.
4)               Nonrefundable payment for entire stay is due at time of check-in.
5)              If you do not agree with our terms, please do not sign this confirmation form.
6)           	             A signed confirmation form & credit card number will guarantee your room.|NA|(A) Call the reservation office 20 days before they arrive|0|radio|0|
||||||(B) Call the reservation office 3 days before they arrive|0|radio|0|
||||||(C) Send the hotel a written notice 20 days before they arrive|1|radio|3|
||||||(D) Send the hotel a written notice 3 days before they arrive|0|radio|0|
155|Part 7|Refer to the following advertisement and choose the correct answer.|What is the purpose of this advertisement?|Exceptional Mexican Food………….El Torrito
 
Under New Ownership
Open 7 days a week, 10 am to 10 pm
 

              COUPON           	          	                   COUPON           	                        COUPON
                $5 off           	          	                    50% off           	          	                Free Children’s Meal
 
Any order over $15 with this           	   	  Buy 1 meal and get 2nd one               With a purchase of an adult
coupon.           	          	          	                     50% off.           	          	          	             meal.
Not valid with any other offers.                         Not valid with any other offers.              Not valid with any other offers.         
    Offer good until Feb. 14                   Offer good until Feb. 14              Offer good until Feb. 14|NA|(A) To encourage customers to eat more Mexican food|0|radio|0|
||||||(B) To advertise a new restaurant|0|radio|0|
||||||(C) To attract more children to the restaurant|0|radio|0|
||||||(D) To attract more customers to the restaurant|1|radio|3|
156|Part 7|Refer to the following advertisement and choose the correct answer.|What will the customers receive if they spend more than $15?|Exceptional Mexican Food………….El Torrito
 
Under New Ownership
Open 7 days a week, 10 am to 10 pm
 

              COUPON           	          	                   COUPON           	                        COUPON
                $5 off           	          	                    50% off           	          	                Free Children’s Meal
 
Any order over $15 with this           	   	  Buy 1 meal and get 2nd one               With a purchase of an adult
coupon.           	          	          	                     50% off.           	          	          	             meal.
Not valid with any other offers.                         Not valid with any other offers.              Not valid with any other offers.         
    Offer good until Feb. 14                   Offer good until Feb. 14              Offer good until Feb. 14|NA|(A) 50% off their meal|0|radio|0|
||||||(B) A $5 discount on their bill|1|radio|3|
||||||(C) A free children’s meal|0|radio|0|
||||||(D) A free second meal|0|radio|0|
157|Part 7|Refer to the following advertisement and choose the correct answer.|What will happen after February 14?|Exceptional Mexican Food………….El Torrito
 
Under New Ownership
Open 7 days a week, 10 am to 10 pm
 

              COUPON           	          	                   COUPON           	                        COUPON
                $5 off           	          	                    50% off           	          	                Free Children’s Meal
 
Any order over $15 with this           	   	  Buy 1 meal and get 2nd one               With a purchase of an adult
coupon.           	          	          	                     50% off.           	          	          	             meal.
Not valid with any other offers.                         Not valid with any other offers.              Not valid with any other offers.         
    Offer good until Feb. 14                   Offer good until Feb. 14              Offer good until Feb. 14|NA|(A) There will be a new owner.|0|radio|0|
||||||(B) The coupons will no longer be valid.|1|radio|3|
||||||(C) The restaurant will offer a new menu.|0|radio|0|
||||||(D) The restaurant will change their business hours.|0|radio|0|
158|Part 7|Refer to the following advertisement and choose the correct answer.|Why can’t the customer use two coupons together?|Exceptional Mexican Food………….El Torrito
 
Under New Ownership
Open 7 days a week, 10 am to 10 pm
 

              COUPON           	          	                   COUPON           	                        COUPON
                $5 off           	          	                    50% off           	          	                Free Children’s Meal
 
Any order over $15 with this           	   	  Buy 1 meal and get 2nd one               With a purchase of an adult
coupon.           	          	          	                     50% off.           	          	          	             meal.
Not valid with any other offers.                         Not valid with any other offers.              Not valid with any other offers.         
    Offer good until Feb. 14                   Offer good until Feb. 14              Offer good until Feb. 14|NA|(A) The coupons are only valid at the El Torrito.|0|radio|0|
||||||(B) The coupons expire on Feb. 14.|0|radio|0|
||||||(C) Each coupon is not valid with other offers.|1|radio|3|
||||||(D) It is the restaurant’s policy.|0|radio|0|
159|Part 7|Refer to the following advertisement and choose the correct answer.|Why is the company holding this event?|Winter Wonderland
January 22
10 am to 3 pm
 
All employees are invited to Rittco’s annual team-building day.  Join us for a fun day of ice skating. Bring your family and enjoy a day at Uncle Jack’s Skating Park.
 
Tickets include:
Skate Rental
2-30 minute skating sessions
Hayride
Lunch
 
Cost:              $7 for each adult and $4 for each child under the age of 10.
 
Please make your reservations by January 18.
You can send an email to Janine in Human Resources.
 
(This event is only open to employees and their family members)
|NA|(A) To encourage the employees to skate more|0|radio|0|
||||||(B) To build team-work between the employees|1|radio|3|
||||||(C) To help struggling families|0|radio|0|
||||||(D) To support Uncle Jack’s Skating Park|0|radio|0|
160|Part 7|Refer to the following advertisement and choose the correct answer.|The event is only open to:|Winter Wonderland
January 22
10 am to 3 pm
 
All employees are invited to Rittco’s annual team-building day.  Join us for a fun day of ice skating. Bring your family and enjoy a day at Uncle Jack’s Skating Park.
 
Tickets include:
Skate Rental
2-30 minute skating sessions
Hayride
Lunch
 
Cost:              $7 for each adult and $4 for each child under the age of 10.
 
Please make your reservations by January 18.
You can send an email to Janine in Human Resources.
 
(This event is only open to employees and their family members)
|NA|(A) Employees|0|radio|0|
||||||(B) Employees and their friends|0|radio|0|
||||||(C) Employees and their family members|1|radio|3|
||||||(D) Employees and their spouses|0|radio|0|
161|Part 7|Refer to the following advertisement and choose the correct answer.| If 2 parents and their 6 and 11 year old child attend, how much will it cost?|Winter Wonderland
January 22
10 am to 3 pm
 
All employees are invited to Rittco’s annual team-building day.  Join us for a fun day of ice skating. Bring your family and enjoy a day at Uncle Jack’s Skating Park.
 
Tickets include:
Skate Rental
2-30 minute skating sessions
Hayride
Lunch
 
Cost:              $7 for each adult and $4 for each child under the age of 10.
 
Please make your reservations by January 18.
You can send an email to Janine in Human Resources.
 
(This event is only open to employees and their family members)
|NA|(A) $22|0|radio|0|
||||||(B) $19|0|radio|0|
||||||(C) $28|0|radio|0|
||||||(D) $25|1|radio|3|
162|Part 7|Refer to the following advertisement and choose the correct answer.|What is the purpose of this memo?|Memo
To:               All Staff
From:               Judy Lawrence
Date:               June 1
Re:               New electronic memo format
There have been many complaints of not being able to understand the interoffice memos. In order to increase interoffice communications, we have developed guidelines for all memos. These guidelines will take effect immediately.
?        Concisely state the purpose of the memo in the subject line.
?        The first paragraph of the memo should summarize the purpose of your memo.
?        Use professional, simple, and polite language.
?        Proofread your memo for any mistakes.
?        Run the spell checker on your program.
?        Address the memo to the person(s) that will be responsible for taking action and CC all others that need to know about the action.
?        Keep the memo to only one page. If you have additional information, attach a file.
We hope these new guidelines will increase our communication and in turn increase productivity. If you have any questions, please do not hesitate to contact me.  Thank you.
|NA|(A) To inform the staff to communicate effectively|0|radio|0|
||||||(B) To advise the staff of new email procedures|0|radio|0|
||||||(C) To inform the staff of a new memo format|1|radio|3|
||||||(D) To inform the staff of new vacation guidelines|0|radio|0|
163|Part 7|Refer to the following advertisement and choose the correct answer.|What should you do if your memo is over two pages long?|Memo
To:               All Staff
From:               Judy Lawrence
Date:               June 1
Re:               New electronic memo format
There have been many complaints of not being able to understand the interoffice memos. In order to increase interoffice communications, we have developed guidelines for all memos. These guidelines will take effect immediately.
?        Concisely state the purpose of the memo in the subject line.
?        The first paragraph of the memo should summarize the purpose of your memo.
?        Use professional, simple, and polite language.
?        Proofread your memo for any mistakes.
?        Run the spell checker on your program.
?        Address the memo to the person(s) that will be responsible for taking action and CC all others that need to know about the action.
?        Keep the memo to only one page. If you have additional information, attach a file.
We hope these new guidelines will increase our communication and in turn increase productivity. If you have any questions, please do not hesitate to contact me.  Thank you.
|NA|(A) Make sure it’s well organized|0|radio|0|
||||||(B) Inform the recipients that it’s more than two pages long|0|radio|0|
||||||(C) Use smaller fonts|0|radio|0|
||||||(D) Put the main points on one page and attach a file|1|radio|3|
164|Part 7|Refer to the following advertisement and choose the correct answer.|Why did Judy Lawrence implement these new guidelines?|Memo
To:               All Staff
From:               Judy Lawrence
Date:               June 1
Re:               New electronic memo format
There have been many complaints of not being able to understand the interoffice memos. In order to increase interoffice communications, we have developed guidelines for all memos. These guidelines will take effect immediately.
?        Concisely state the purpose of the memo in the subject line.
?        The first paragraph of the memo should summarize the purpose of your memo.
?        Use professional, simple, and polite language.
?        Proofread your memo for any mistakes.
?        Run the spell checker on your program.
?        Address the memo to the person(s) that will be responsible for taking action and CC all others that need to know about the action.
?        Keep the memo to only one page. If you have additional information, attach a file.
We hope these new guidelines will increase our communication and in turn increase productivity. If you have any questions, please do not hesitate to contact me.  Thank you.
|NA|(A) The employees did not know how to send a memo.|0|radio|0|
||||||(B) The old memo format was hindering communication.|1|radio|3|
||||||(C) The employees asked for a new format.|0|radio|0|
||||||(D) She was new to the position and wanted to start fresh.|0|radio|0|
165|Part 7|Refer to the following advertisement and choose the correct answer.|If you have five people that will receive the memo, whose name should you put on the “To” field?|Memo
To:               All Staff
From:               Judy Lawrence
Date:               June 1
Re:               New electronic memo format
There have been many complaints of not being able to understand the interoffice memos. In order to increase interoffice communications, we have developed guidelines for all memos. These guidelines will take effect immediately.
?        Concisely state the purpose of the memo in the subject line.
?        The first paragraph of the memo should summarize the purpose of your memo.
?        Use professional, simple, and polite language.
?        Proofread your memo for any mistakes.
?        Run the spell checker on your program.
?        Address the memo to the person(s) that will be responsible for taking action and CC all others that need to know about the action.
?        Keep the memo to only one page. If you have additional information, attach a file.
We hope these new guidelines will increase our communication and in turn increase productivity. If you have any questions, please do not hesitate to contact me.  Thank you.
|NA|(A) Put all five names in the “To” field.|0|radio|0|
||||||(B) Put the person(s) that will take action in the “To” field, and CC all others.|1|radio|3|
||||||(C) List two names on the “To” field and put the other three names on the “CC” field.|0|radio|0|
||||||(D) Send the memo to Judy Lawrence and put the five names on the “CC” field.|0|radio|0|
166|Part 7|Refer to the following advertisement and choose the correct answer.|Why was this meeting held?|Vital Software Company
Information meeting of new products
November 3, 9 am to 12 pm
 
 
Agenda
1. Introduction – Yuri Petrov
              a. Introductions
              b. Review agenda and objectives
 
2. History of company – James Podell
              a. Briefly present how company began
              b. Share mission statement and where the company is headed.
 
3. Project Overview – Shakra Singh
              a. Introduce development schedule
              b. Introduce marketing strategy and target countries
 
4. Training & Consulting– Mary Kim
              a. Introduce training sessions for new employees
              b. Consulting schedule for companies interested in product
 
5. Wrap up – Yuri Petrov
              a. Question and Answers
              b. Distribute handouts
              c. Announce time and date for next meeting|NA|(A) To talk about new products|1|radio|3|
||||||(B) To talk about new training programs|0|radio|0|
||||||(C) To train engineers|0|radio|0|
||||||(D) To review a contract|0|radio|0|
167|Part 7|Refer to the following advertisement and choose the correct answer.|Who would be the best person to help you schedule a meeting to review the product?|Vital Software Company
Information meeting of new products
November 3, 9 am to 12 pm
 
 
Agenda
1. Introduction – Yuri Petrov
              a. Introductions
              b. Review agenda and objectives
 
2. History of company – James Podell
              a. Briefly present how company began
              b. Share mission statement and where the company is headed.
 
3. Project Overview – Shakra Singh
              a. Introduce development schedule
              b. Introduce marketing strategy and target countries
 
4. Training & Consulting– Mary Kim
              a. Introduce training sessions for new employees
              b. Consulting schedule for companies interested in product
 
5. Wrap up – Yuri Petrov
              a. Question and Answers
              b. Distribute handouts
              c. Announce time and date for next meeting|NA|(A) Yuri Petrov|0|radio|0|
||||||(B) James Podell|0|radio|0|
||||||(C) Shakra Singh|0|radio|0|
||||||(D) Mary Kim|1|radio|3|
168|Part 7|Refer to the following advertisement and choose the correct answer.|What is Shakra Singh probably in charge of?|Vital Software Company
Information meeting of new products
November 3, 9 am to 12 pm
 
 
Agenda
1. Introduction – Yuri Petrov
              a. Introductions
              b. Review agenda and objectives
 
2. History of company – James Podell
              a. Briefly present how company began
              b. Share mission statement and where the company is headed.
 
3. Project Overview – Shakra Singh
              a. Introduce development schedule
              b. Introduce marketing strategy and target countries
 
4. Training & Consulting– Mary Kim
              a. Introduce training sessions for new employees
              b. Consulting schedule for companies interested in product
 
5. Wrap up – Yuri Petrov
              a. Question and Answers
              b. Distribute handouts
              c. Announce time and date for next meeting|NA|(A) Publicity|0|radio|0|
||||||(B) Legal Advice|0|radio|0|
||||||(C) Advertising|1|radio|3|
||||||(D) Software|0|radio|0|
169|Part 7|Refer to the following advertisement and choose the correct answer.|Who wrote the letter?|May 15, 2003
Global Distribution Inc.
1718 Madison Way
Huntville, Maryland  21031             
Attention: Kirk D. Witt
 
Re:           	             Termination of Distribution Agreement dated February 4, 2001
 
Dear Kirk:
 
New World is in the process of consolidating our distributors and due to the launch of our new product, The Pincher, we have decided to terminate our contract with Global Distribution.  Under Section 1.4 of the distribution agreement dated February 4, 2001, New World may terminate the contract anytime with a 30 day written notice.  This letter serves as notice that the termination will be effective as of June 16, 2003.
 
Thank you,
 
Robert S. Fountain, Esq.
New World
|NA|(A) A distributor for Global Distribution|0|radio|0|
||||||(B) A tax preparer for Global Distribution|0|radio|0|
||||||(C) An attorney for New World|1|radio|3|
||||||(D) The CEO for New World|0|radio|0|
170|Part 7|Refer to the following advertisement and choose the correct answer.|The word consolidating in line 1 is closest in meaning to|May 15, 2003
Global Distribution Inc.
1718 Madison Way
Huntville, Maryland  21031             
Attention: Kirk D. Witt
 
Re:           	             Termination of Distribution Agreement dated February 4, 2001
 
Dear Kirk:
 
New World is in the process of consolidating our distributors and due to the launch of our new product, The Pincher, we have decided to terminate our contract with Global Distribution.  Under Section 1.4 of the distribution agreement dated February 4, 2001, New World may terminate the contract anytime with a 30 day written notice.  This letter serves as notice that the termination will be effective as of June 16, 2003.
 
Thank you,
 
Robert S. Fountain, Esq.
New World
|NA|(A) recommending|0|radio|0|
||||||(B) selling|0|radio|0|
||||||(C) scheduling|0|radio|0|
||||||(D) combining|1|radio|3|
171|Part 7|Refer to the following advertisement and choose the correct answer.|Why does New World want to terminate the contract?|May 15, 2003
Global Distribution Inc.
1718 Madison Way
Huntville, Maryland  21031             
Attention: Kirk D. Witt
 
Re:           	             Termination of Distribution Agreement dated February 4, 2001
 
Dear Kirk:
 
New World is in the process of consolidating our distributors and due to the launch of our new product, The Pincher, we have decided to terminate our contract with Global Distribution.  Under Section 1.4 of the distribution agreement dated February 4, 2001, New World may terminate the contract anytime with a 30 day written notice.  This letter serves as notice that the termination will be effective as of June 16, 2003.
 
Thank you,
 
Robert S. Fountain, Esq.
New World
|NA|(A) They have a new product.|1|radio|3|
||||||(B) They have a new distributor.|0|radio|0|
||||||(C) They have a new agreement.|0|radio|0|
||||||(D) They have a new owner.|0|radio|0|
172|Part 7|Refer to the following advertisement and choose the correct answer.|What will happen on June 16, 2003?|May 15, 2003
Global Distribution Inc.
1718 Madison Way
Huntville, Maryland  21031             
Attention: Kirk D. Witt
 
Re:           	             Termination of Distribution Agreement dated February 4, 2001
 
Dear Kirk:
 
New World is in the process of consolidating our distributors and due to the launch of our new product, The Pincher, we have decided to terminate our contract with Global Distribution.  Under Section 1.4 of the distribution agreement dated February 4, 2001, New World may terminate the contract anytime with a 30 day written notice.  This letter serves as notice that the termination will be effective as of June 16, 2003.
 
Thank you,
 
Robert S. Fountain, Esq.
New World
|NA|(A) The new product will be launched.|0|radio|0|
||||||(B) The contract will end.|1|radio|3|
||||||(C) The contract will end 30 days later.|0|radio|0|
||||||(D) Global Distribution will get a new contract.|0|radio|0|
173|Part 7|Refer to the following advertisement and choose the correct answer.|In order to apply for this position, a candidate must have the following requirement|Marketing Assistant
DesignTech is a fast-growing advertising agency.  Our company has won three years in a row the Adfly award honoring creative advertising in package design, print, radio and television.  We currently have a position open for a marketing assistant. 
Position Responsibilities:
?        Administrative duties in support of the Vice President of Marketing including travel coordination
?        Prepare presentation materials for meetings and conferences
?        Assist with coordinating activities and events related to the Marketing Department
?        Must be flexible with an ever changing environment – able to multi-task and change direction quickly.
Position Qualifications:
?        BA/BS degree preferred
