email_followup	mail_no_next_lesson_title	Vous n'avez aucun cours programmé	You have no scheduled lessons	Sie haben keinen Kurs gebucht.	No tiene clases programadas	
incl_lst	summary_lrn_profile_scholastic	L'apprenant académique a le cerveau gauche dominant et une personnalité assez extravertie. Vos résultats précisent une dominance du cerveau gauche à hauteur de $$LB$$ % et un caractère extraverti à hauteur de $$EXT$$ %.	The Scholastic learner is <strong>left-brain</strong> dominant and has an <strong>extroverted</strong> personality. Your results show that you are $$LB$$ % left-brained and $$EXT$$ % extrovert.	Beim schulischen Lerner dominiert die linke Gehirnhälfte und er hat eine extrovertierte Persönlichkeit. Ihre Ergebnisse zeigen, dass Sie zu $$LB$$% links veranlagt und zu $$EXT$$ % extrovertiert sind.	En el estudiante Escolástico domina <strong>el hemisferio izquierdo</strong> del cerebro, y tiene una personalidad <strong>extrovertida</strong>. Sus resultados muestran que utiliza su hemisferio izquierdo en un $$LB$$ % y es extrovertido en un $$EXT$$ %.	
incl_lst	lst_lrn_profile_creative	<ul>  <li>L'apprenant <strong>Créatif</strong> a un grand sens artistique.</li>  <li>Vous intégrez mieux l'information lorsqu'elle se présente sous forme visuelle comme des photos, des graphiques ou des dessins. Vous êtes sensible aux couleurs et vous exprimez au travers de vos émotions.</li>  <li>Vous n'êtes pas linéaire dans votre approche au travail et passez d'une tâche à l'autre.</li>  <li>Vous appréciez l'apprentissage en groupe mais préférez faire les choses par vous-même.</li>  <li>Vous vous épanouissez dans des activités qui stimulent votre côté inventif.</li>  </ul>	<ul>  <li>The <strong>Creative learner</strong> is highly artistic.</li>  <li>You process information best when it is illustrated in visual form like pictures, graphs, drawings. You are quite sensitive to colour and are very much in touch with your emotions.</li>   <li>You are totally non-linear in your approach to work or activity, making you jump from one task to the next.</li>  <li>You can appreciate learning with others but would prefer doing things on your own.</li>  <li>You could benefit from tasks that involve producing a creative output.</li>  </ul>	<ul>  <li>Der <strong>kreative Lerner</strong> ist sehr künstlerisch.</li>  <li>Sie verarbeiten Informationen am besten, wenn sie in visueller Form wie Bilder, Grafiken, Zeichnungen dargestellt werden. Sie reagieren sehr empfindlich auf Farben und sie sind sehr emotional.</li>   <li>Sie sind in Ihrer Herangehensweise an Arbeit oder Aktivität aber völlig unlinear und springen gerne von einer Aufgabe zur nächsten.</li>  <li>Auch schätzen Sie es zwar, mit anderen im Team zu lernen, tun dies aber dennoch am liebsten eigenständig und alleine.</li>  <li>Sie profitieren von Aufgabenstellungen, bei denen ein kreativer Lösungsweg gefragt ist.</li>  </ul>	<ul>  <li> El <strong> estudiante Creativo </strong> es muy artístico. </li>  <li> Usted procesa mejor la información cuando se ilustra en forma visual como imágenes, gráficos, dibujos. Es bastante sensible al color y está muy en contacto con sus emociones. </li>  <li> Usted no es en absoluto lineal en su enfoque a la realización de tareas, lo que lo hace saltar de una tarea a otra. </li>  <li> Puede apreciar aprender con otros, pero prefiere hacer las cosas por su cuenta. </li>  <li> Podría beneficiarse de las tareas que implican producir un resultado creativo. </li>  </ul>	
incl_lst	summary_lrn_profile_creative	L'apprenant créatif a un cerveau droit dominant et une personnalité assez introvertie. Vos résultats précisent une dominance du cerveau droit à hauteur de $$RB$$ % et un caractère introverti à hauteur de $$INT$$ %.	The Creative learner is <strong>right-brain</strong> dominant and has an <strong>introverted</strong> personality. Your results show that you are $$RB$$ % right-brained and $$INT$$ % introvert.	Beim kreativen Lerner dominiert die rechte Gehirnhälfte und er hat eine introvertierte Persönlichkeit. Ihre Ergebnisse zeigen, dass Sie zu $$RB$$% rechts veranlagt und zu $$INT$$% introvertiert sind.	En el estudiante Creativo domina <strong>el hemisferio derecho</strong> del cerebro, y tiene una personalidad<strong>introvertida</strong>. Sus resultados muestran que utiliza el hemisferio derecho en un $$RB$$ % y que es introvertido en un $$INT$$ %.	
incl_lst	lst_lrn_profile_analytic	<ul>  <li>L'apprenant <strong>Analytique</strong> est autonome lorsqu'il s'agit de formation.</li>  <li>Vous appréciez le silence et la solitude comme environnement d'apprentissage.</li>  <li>Vous êtes très concret et basez vos décisions sur la logique.</li>  <li>Vous êtes capable d'intérioriser l'information et arriver à une conclusion sans même la verbaliser.</li>  <li>Cela dit, vous n'estimez pas qu'un complément écrit soit inutile.</li>  <li>Les travaux individuels impliquant lecture et écriture, comme coucher sur papier vos impressions à la lecture d'un article, vous plaisent particulièrement.</li>  </ul>	<ul>  <li>As an <strong>Analytic learner</strong>, you are self-sufficient when it comes to learning.</li>  <li>You appreciate silence and solitude in your learning environment.</li>  <li>You are very reality-based and make decisions based on reason.</li>  <li>You can run pieces of information in your mind and arrive at a conclusion without verbalizing anything.</li>  <li>On the other hand, a bit of written supplement could help you process the information.</li>  <li>You thrive on individual work involving reading and writing such as analyzing articles and reacting to them in essay form.</li>  </ul>	<ul>  <li>Der <strong>analytische Lerner</strong> ist beim Lernen sehr autark.</li>  <li>Sie schätzen die Stille und Einsamkeit ihrer Lernumgebung.</li>  <li>Sie sind sehr realitätsbezogen und treffen ihre Entscheidungen auf der Grundlage der Vernunft.</li>  <li>Sie können Informationen schnell abspeichern und zu einer Schlussfolgerung gelangen, ohne etwas zu verbalisieren.</li>  <li>Eine schriftliche Ergänzung könnte helfen, Information noch einfacher zu verarbeiten.</li>  <li>Sie leben von individueller Arbeit, bei der Sie lesen und schreiben, z. B. Artikel analysieren und in Aufsatzform wiedergeben.</li>  </ul>	<ul>  <li> Como <strong> estudiante Analítico </strong>, es autosuficiente cuando se trata de aprender. </li>  <li> Aprecia el silencio y la soledad en su entorno de aprendizaje. </li>  <li> Es muy realista y toma decisiones basadas en la razón. </li>  <li> Puede ejecutar información en su mente y llegar a una conclusión sin verbalizar nada. </li>  <li> Por otro lado, un pequeño apoyo escrito podría ayudarlo a procesar mejor. </li>  <li> Prospera en el trabajo individual que implica la lectura y la escritura, como analizar artículos y reaccionar a ellos en forma de ensayo. </li>  </ul>	
incl_lst	summary_lrn_profile_analytic	L'apprenant analytique a un cerveau gauche dominant et une personnalité plutôt introvertie. Vos résultats précisent une dominance du cerveau gauche à hauteur de $$LB$$ % et un caractère introverti à hauteur de $$INT$$ %.	The Analytic learner is <strong>left-brain</strong> dominant and has an <strong>introverted</strong> personality. Your results show that you are $$LB$$ % left-brained and $$INT$$ % introvert.	Beim analytischen Lerner dominiert die linke Gehirnhälfte und er hat eine introvertierte Persönlichkeit. Ihre Ergebnisse zeigen, dass Sie zu $$LB$$% links veranlagt und zu $$INT$$% introvertiert sind.	En el estudiante Analítico domina <strong>el hemisferio izquierdo</strong> del cerebro y tiene una personalidad <strong>introvertida</strong>. Sus resultados muestran que usa su hemisferio izquierdo a un $$LB$$ %, y que es introvertido en un $$INT$$ %.	
incl_lst	lst_lrn_profile_neutral	<ul>  <li>L'apprenant <strong>Complet</strong> est à l'aise avec toutes les méthodes d'apprentissage.</li>  <li>Vous pouvez vous épanouir aussi bien lors d'une conférence qu'à l'aide de recherches, de vidéos ou de jeux...</li>  <li>Que vous soyez seul ou en groupe, que vous ayez affaire à des chiffres, des lettres ou des images, vous pouvez assimiler les informations de manière efficace.</li>  <li>Vous pouvez être considéré comme l'apprenant idéal car toutes les technique d'apprentissage peuvent fonctionner pour vous.</li>  <li>D'un autre côté, puisque vous n'avez aucune préférence ou tendance réelle, vous pourriez également avoir du mal à vous impliquer à 100% dans une expérience d'apprentissage globale.</li>  </ul>	<ul>  <li>The <strong>Neutral learner</strong> can learn with almost any teaching style.</li>  <li>You can thrive well in lectures, researches, videos and even games!</li>  <li>You will be able to absorb information whether you are alone or in a group, whether you are dealing with numbers, letters or images.</li>  <li>You may be seen as the ideal learner as any technique might work for you. On the other hand, since you have no real preference or tendency, you also might find it hard to get involved in the whole learning experience.</li>  </ul>	<ul>  <li>Der <strong>neutrale Lerner</strong> kann mit fast jedem Unterrichtsstil etwas anfangen.</li>  <li>Sie kommen mit Vorträgen, Recherchen, Videos und sogar Lernspielen sehr gut klar.</li>  <li>You will be able to absorb information whether you are alone or in a group, whether you are dealing with numbers, letters or images.</li>  <li>You may be seen as the ideal learner as any technique might work for you. On the other hand, since you have no real preference or tendency, you also might find it hard to get involved in the whole learning experience.</li>  </ul>	<ul>  <li> El <strong> estudiante Neutro </strong> puede aprender con casi cualquier estilo de enseñanza. </li>  <li> ¡Puede prosperar bien en conferencias, investigaciones, videos e incluso juegos! </li>  <li> Podrá absorber información ya sea solo o en grupo, con números, letras o imágenes. </li>  <li> Puede ser visto como el alumno ideal, ya que cualquier técnica podría funcionar para usted. Por otro lado, dado que no tiene preferencias o tendencias reales, también puede resultarle difícil involucrarse al 100% en el aprendizaje. </li>  </ul>	
incl_lst	summary_lrn_profile_neutral	L'apprenant complet ne révèle pas de dominance particulière de son cerveau et n'a pas non plus de trait de caractère plus extraverti qu'introverti. Vos résultats précisent une juste proportion entre cerveau droit et cerveau gauche ainsi qu'entre vos caractères d'extraversion et d'introversion.	The neutral learner isn't dominant in either hemispheres of the brain. Neither does this learner have a stronger tendency towards either introversion or extroversion. Your results show that you are 50% right-brain / 50% left-brain and 50% extrovert / 50% introvert.	Beim neutralen Lerner dominiert keine der beiden Gehirnhälften. Dieser Lernende hat auch keine stärkere Tendenz zur Introversion oder Extroversion. Ihre Ergebnisse zeigen, dass Sie zu jeweils zu 50% extrovertiert und introvertiert sind und Sie bzgl. der Gehirnhälftendominanz in der Mitte liegen.	El estudiante neutro no es dominante en ninguno de los hemisferios del cerebro. Este alumno tampoco tiene una tendencia más fuerte hacia la introversión o la extroversión. Sus resultados muestran que utiliza 50% del hemisferio derecho y 50% del hemisferio izquierdo, y que es un 50% extrovertido y un 50% introvertido.	
incl_lst	brain_process_title	Comment traitez-vous les informations ?	How do you process information?	Wie verarbeiten Sie Informationen?	¿Cómo procesa la información?	
incl_lst	left_brain_process_lst	<ul>  <li>D’une manière linéaire et séquentielle.</li>  <li>Vous partez du détail pour aller au tout.</li>  <li>Vous organisez vos idées d’une façon logique pour arriver à une conclusion.</li>  </ul>	<ul>  <li>In a linear and sequential manner.</li>  <li>From smaller parts to the bigger whole.</li>  <li>You start with details, arrange these in a logical way then arrive at a conclusion.</li>  </ul>	<ul>  <li>In linearer und sequentieller Weise.</li>  <li>Vom Detail bis hin zum großen Ganzen.</li>  <li>Sie beginnen mit den Details, ordnen diese logisch an und kommen dann zu einer Schlussfolgerung.</li>  </ul>	<ul>  <li> De forma lineal y secuencial. </li>  <li> De lo particular a lo general. </li>  <li> Empieza con los detalles, los organiza de manera lógica y luego llega a una conclusión. </li>  </ul>	
incl_lst	right_brain_process_lst	<ul>  <li>Vous considérez l’information comme un tout.</li>  <li>Vous partez de l’ensemble pour aller au détail.</li>  <li>Vous pouvez fonctionner en mode aléatoire, à savoir travailler sur plusieurs choses en même temps sans avoir besoin d’achever une tâche pour en commencer une autre.</li>  </ul>	<ul>  <li>Randomly-working on more than one task at a time is not a problem.</li>  <li>From the bigger whole to the smaller parts.</li>  <li>You start with the answer, the big picture, then move to the details after.</li>  </ul>	<ul>  <li>Das Arbeiten an mehr als einer Aufgabe gleichzeitig ist kein Problem.</li>  <li>Vom großen Ganzen bis hin zu den Details.</li>  <li>Sie beginnen mit der Antwort, sowie dem Gesamtbild, und gehen anschließend über zu den Details.</li>  </ul>	<ul>  <li> Trabajar de forma aleatoria en varias tareas a la vez no es un problema para usted. </li>  <li> De lo general a lo particular. </li>  <li> Comienza con la respuesta, lo general, para pasar luego a los detalles. </li>  </ul>	
incl_lst	brain_strengths_title	Quelles sont vos forces ?	What are you strengths?	Was sind Ihre Stärken?	¿Cuáles son sus puntos fuertes?	
incl_lst	left_brain_strengths_lst	<ul>  <li>Vous êtes à l’aise avec les symboles comme les lettres ou les chiffres et êtes par conséquent souvent bon en langues et mathématiques. </li>  <li>Vous aimez aussi les démonstrations dans la mesure où vous prennez vos décisions en toute logique.</li>  <li>Vous êtes à l’aise à l'oral et ne chez pas vos mots lorsque vous vous exprimez.</li>  <li>Vous êtes plutôt réaliste et aimez avoir un cadre défini.</li>  </ul>	<ul>  <li>You are comfortable with math and language because symbols such as letters and numbers are processed in the left side of the brain.</li>  <li>You are logical. You like proof and base your decisions on quantitative measures.</li>  <li>You are comfortable expressing yourself in words. Normally, you don't scramble for words when explaining yourself.</li>  <li>You are reality-based and like rules and guidelines.</li>  </ul>	<ul>  <li>Sie sind mit Mathematik und Sprache vertraut, da Symbole wie Buchstaben und Zahlen auf der linken Seite des Gehirns verarbeitet werden.</li>  <li>Sie sind logisch denkend. Sie mögen Beweise und stützen Ihre Entscheidungen auf Fakten.</li>  <li>Sie können sich gut ausdrücken und suchen normalweise nicht lange nach Worten, wenn Sie sich erklären.</li>  <li>Sie sind realistisch und mögen Regeln und Richtlinien.</li>  </ul>	<ul>  <li> Se siente cómodo con las matemáticas y el lenguaje ya que los símbolos, ya sean letras o números, se procesan en el hemisferio izquierdo del cerebro. </li>  <li> Usted es lógico. Se siente a gusto con los exámenes, y basa sus decisiones en medidas cuantitativas. </li>  <li> Se siente cómodo expresándose con palabras, y tiene facilidad para hacerlo. </li>  <li> Es realista y te gustan las reglas y pautas. </li>  </ul>	
incl_lst	right_brain_strengths_lst	<ul>  <li>You are good at reading and expressing emotions as these are processed in the right side of the brain.</li>  <li>Vous êtes très intuitif. Vous utilisez beaucoup l’instinct comme facteur décisionnel et vous avez souvent raison de le faire.</li>  <li>Ils ont besoin de toucher et sentir les choses, de considérer des exemples et illustrations précis, pas juste des symboles les représentant. </li>  <li>You are also attuned to music.</li>  <li>Vous petes plutôt créatif.</li>  </ul>	<ul>  <li>You are good at reading and expressing emotions as these are processed in the right side of the brain.</li>  <li>You are highly intuitive. You rely on gut feel and are normally correct.</li>  <li>You are highly visual so you are great with shapes and designs. You are comfortable expressing yourself using drawings or illustrations.</li>  <li>You are also attuned to music.</li>  <li>You are fantasy-oriented and are very creative.</li>  </ul>	<ul>  <li>Sie können Emotionen gut lesen und auch ausdrücken, da diese auf der rechten Seite des Gehirns verarbeitet werden.</li>  <li>Sie sind sehr intuitiv. Sie verlassen sich häufig auf Ihr Bauchgefühl und liegen damit meist richtig.</li>  <li>Sie sind sehr visuell veranlagt, können also gut mit Formen und Designs umgehen. Es fällt Ihnen nicht schwer sich mit Hilfe von Zeichnungen oder Illustrationen auszudrücken.</li>  <li>Sie sind positiv zur Musik eingestellt.</li>  <li>Sie sind fantasievoll und sehr kreativ.</li>  </ul>	<ul>  <li> Se le da bien interpretar y expresar emociones, ya que estas se procesan en el hemisferio derecho del cerebro. </li>  <li> Es muy intuitivo. Confía en su instinto y normalmente acierta. </li>  <li> Es muy visual, por lo que se le dan bien las formas y los diseños. Se siente cómodo expresándose mediante dibujos o ilustraciones. </li>  <li> También se siente cómodo con la música. </li>  <li> Está orientado a la fantasía y es muy creativo. </li>  </ul>	
incl_lst	brain_learning_title	En terme d'apprentissage	In terms of learning:	In Bezug auf das Lernen:	En lo que se refiere al aprendizaje:	
incl_lst	left_brain_learning_lst	<ul>  <li>You don't mind lectures and appreciate discussions.</li>  <li>You value outlines when receiving information as well as when expressing information.</li>  <li>You like to write as well as talk about abstract concepts.</li>  </ul>	<ul>  <li>You don't mind lectures and appreciate discussions.</li>  <li>You value outlines when receiving information as well as when expressing information.</li>  <li>You like to write as well as talk about abstract concepts.</li>  </ul>	<ul>  <li>Sie haben nichts gegen Vorträge und schätzen Diskussionen.</li>  <li>Sie legen Wert auf Details und achten sehr auf die Art und Weise einer Informationsübermittlung.</li>  <li>Sie schreiben und sprechen gerne über abstrakte Konzepte.</li>  </ul>	<ul>  <li>Le gustan los discursos y los debates.</li>  <li>Valora un listado de puntos tanto cuando se le da nueva información, como cuando es usted quien la presenta.</li>  <li>Le gusta escribir y hablar sobre conceptos abstractos</li>  </ul>	
incl_lst	right_brain_learning_lst	<ul>  <li>You appreciate visuals and lots of illustrations.</li>  <li>You value manipulatives and concreteness. You like to be able to touch and feel things.</li>  <li>You would rather write down your own dialogue than read another one from books!</li>  </ul>	<ul>  <li>You appreciate visuals and lots of illustrations.</li>  <li>You value manipulatives and concreteness. You like to be able to touch and feel things.</li>  <li>You would rather write down your own dialogue than read another one from books!</li>  </ul>	<ul>  <li>Sie bevorzugen Bilder und Illustrationen.</li>  <li>Sie legen Wert auf Vollständigkeit und Konkretheit. Sie möchten Dinge berühren und fühlen können.</li>  <li>Sie schreiben lieber Ihren eigenen Dialog auf, als einen anderen aus den Büchern zu lesen!</li>  </ul>	<ul>  <li>Prefiere lo visual y que haya muchas ilustraciones.</li>  <li>Prefiere lo concreto y lo que puedas manipular. Le gusta poder tocar y sentir las cosas.</li>  <li>Pefiere escribir su propio dialogo a tener que leer uno del libro</li>  </ul>	
incl_lst	social_introvert_lst	<ul>  <li>Vous vous concentrez davantage sur vous-même, et êtes stimulé(e) par vous-seul(e) ainsi que par l’analyse de vos sentiments et idées propres.</li>  <li>Souvent perçu(e) comme timide, vous ne partagez pas facilement des informations personnelles avec les autres mais cela ne veut pas nécessairement dire que vous n'êtes pas amical(e). </li>  <li>En fait, vous pouvez être sociable à certains moments mais uniquement en petits groupes.</li>  <li>Vous ne réagissez pas de manière irréfléchie aux événements. Vous avez d’abord besoin d’analyser les choses. </li>  <li>Vous vous ressourcez par vous-même, passer beaucoup de temps parmi la foule vous épuise ! Vous préfèrez rester seul(e) et faire des activités comme lire, peindre, écrire ou jardiner.</li>  <li>Vous n'êtes facilement influencé(e) par l’avis des autres et donnez priorité aux échanges constructifs.</li>  </ul>	<ul>  <li>You focus inward and get energy from within.</li>  <li>You don't share personal information easily so usually, you are tagged as shy.</li>  <li>This doesn't mean you aren't friendly though. In fact, you could be quite social at times but in smaller groups.</li>  <li>You don't easily react to situations as you need to process information before reacting. Introverts aren't easily swayed by other's opinions as well.</li>  <li>Though being alone and doing activities on your own revitalize you, you can focus on meaningful conversations for a long period of time.</li>  </ul>	<ul>  <li>Sie konzentrieren sich auf Ihre innere Stimme und erhalten die meiste Energie durch Sie selbst.</li>  <li>Sie geben persönliche Informationen nicht einfach weiter, daher werden Sie oftmals als schüchtern und zurückhaltend eingestuft.</li>  <li>Das heißt aber nicht, dass Sie nicht freundlich sind. In der Tat könnten Sie sehr sozial sein, Sie fühlen sich aber eher in kleineren Gruppen wohl.</li>  <li>Sie reagieren nie kopflos auf bestimmte Situationen, da Sie Informationen zunächst verarbeiten und überdenken müssen, bevor Sie reagieren können. Auch haben Sie eine starke Meinung und lassen sich nicht leicht von den Ideen und Argumenten anderer beeinflussen.</li>  <li>Sie sind gerne alleine und haben kein Problem damit auch diverse Aktivitäten alleine durchzuführen. Sie können sich über einen längeren Zeitraum auf tiefgründige Gespräche einlassen ohne die Konzentration oder Kontrolle zu verlieren.</li>  </ul>	<ul>  <li> Se enfoca en su interior y es así como recarga su energía . </li>  <li> No comparte información personal con facilidad, por lo que suele ser etiquetado como tímido. </li>  <li> Sin embargo, esto no significa que no sea amigable. De hecho, podría ser bastante social en ocasiones, pero en grupos más pequeños. </li>  <li> No reacciona fácilmente a las situaciones, ya que necesita procesar la información antes de hacerlo. Los introvertidos tampoco se dejan influir fácilmente por las opiniones de los demás. </li>  <li> Aunque estar solo y hacer actividades por su cuenta lo revitaliza, puede concentrarse en conversaciones significativas durante un largo período de tiempo. </li>  </ul>	
incl_lst	social_extrovert_lst	<ul>  <li>Vous mettez l’accent sur les relations avec les autres, vous êtes stimulé(e) par les gens.. </li>  <li>Vous êtes en accord avec votre environnement extérieur. Vous êtes très sociable, da nature afffable, et aimez la foule et l’excitation ambiante.</li>  <li>Vous avez souvent une bonne estime de vous-même, êtes enthousiaste et perçu(e) de manière positive.</li>  <li>Etant donné que les autres vous dynamise, vous n’appréciez pas d’être seul(e). De temps à autre, vous réagissez de manière trop spontanée sans analyser la situation au demeurant. Cela peut être vu comme agissant sans réfléchir.</li>  <li>Mais d’un autre côté, vous êtes un(e) excellent(e) communicant(e) et êtes souvent amené(e) à endosser des responsabilités commerciales ou managériales.</li>  </ul>	<ul>  <li>You focus outward and get energy from other people.</li>  <li>You are in tune with your external environment. You are highly sociable, love crowds, like excitement and are generally gregarious.</li>  <li>You usually have more-self esteem and are perceived as positive and very enthusiastic.</li>  <li>Since you get energy from others, you don't normally like to spend time alone.</li>  <li>You sometimes react too easily to situations without processing the information first. Often, this could be seen as acting without thinking.</li>  <li>On the other hand, you are great in communicating as you love being with people so you usually thrive in sales positions or in leadership roles.</li>  </ul>	<ul>  <li>Sie konzentrieren sich auf Ihre Umgebung und erhalten Energie von anderen Menschen.</li>  <li>Sie sind im Einklang mit Ihrer Wirkung auf Ihre Mitmenschen und Ihre Umgebung. Sie sind sehr kontaktfreudig, lieben Menschenmassen, mögen Aufregung und sind im Allgemeinen gesellig.</li>  <li>Sie haben ein gutes Selbstwertgefühl und werden als positiv und sehr enthusiastisch wahrgenommen.</li>  <li>Da Sie Ihre Energie von Ihren Mitmenschen erhalten, verbringen Sie normalerweise kaum Zeit allein.</li>  <li>Sie reagieren manchmal aber zu schnell auf bestimmte Situationen, ohne die Informationen vorerst abzuschätzen und zu verarbeiten. Oft kann dies als Handeln ohne nachdenken angesehen werden.</li>  <li>Sie können hervorragend kommunizieren, da Sie den Austausch mit anderen Menschen lieben. Personen wie Sie sind oft in Verkaufspositionen oder in Führungspositionen sehr erfolgreich.</li>  </ul>	<ul>  <li>Se centra en lo exterior, y recarga su energía con la interacción con los demás.</li>  <li>Tiene una buena conexión con su mundo exterior. Es muy sociable, le gusta la gente, la emoción, y es gregario.</li>  <li>Normalmente tiene buena autoestima y se le percibe como positivo y entusiasta.</li>  <li>Al recargar su energía con los demás, no le suele gustar estar solo.</li>  <li>A veces reacciona con rapidez a ciertas situaciones, sin haber procesado la información antes. Esto puede ser visto como reaccionar sin pensar.</li>  <li>Por otro lado, es muy buen comunicador, ya que le gusta estar con gente. Normalmente destaca es puestos de ventas o liderazgo.</li>  </ul>	
incl_lst	sensory_vnv_intro	Vous êtes "Visuel / Non-verbal" à	You are visual non-verbal at	Sie sind visuell non-verbal veranlagt	Usted es visual-noverbal en	
incl_lst	sensory_vnv_title	Qu'est ce qu'un apprenant "Visuel / Non-verbal" ?	What is a Visual / Non-verbal learner ?	Was ist ein visuell / non-verbaler Lerner?	¿Qué es un estudiante visual / no verbal?	
incl_lst	sensory_vnv	In a learning context, you will benefit from the use of any material or method which allows you to process information by seeing visuals in non-language form. Pictures, graphs, drawings, maps, photos, color-coded materials and comic strips are very helpful. You would learn best from analyzing a photo, drawing conclusions from graphs, describing, drawing, arranging information through charts, translating words to images and any activity that provides illustrations as stimuli.	In a learning context, you will benefit from the use of any material or method which allows you to process information by seeing visuals in non-language form. Pictures, graphs, drawings, maps, photos, color-coded materials and comic strips are very helpful. You would learn best from analyzing a photo, drawing conclusions from graphs, describing, drawing, arranging information through charts, translating words to images and any activity that provides illustrations as stimuli.	In einem Lernkontext profitieren Sie von der Verwendung von Material oder Methoden, mit denen Sie Informationen verarbeiten können, indem Sie Bilder in nichtsprachlicher Form anzeigen. Bilder, Grafiken, Zeichnungen, Karten, Fotos, farbcodierte Materialien und Comics sind sehr hilfreich. Sie lernen am besten, indem Sie ein Foto analysieren, Schlussfolgerungen aus Grafiken ziehen, beschreiben, zeichnen, Informationen in Diagrammen anordnen, Wörter in Bilder übersetzen und alle Aktivitäten ausführen, die Illustrationen als Anregungen liefern.	En un contexto de aprendizaje, le beneficiará el uso de un material o método que le permita procesar la información mediante la visualización de elementos visuales en forma no lingüística. Las Imágenes, los gráficos, dibujos, mapas, fotografías, materiales codificados por colores y las tiras cómicas son muy útiles. Aprendería mejor al analizar una foto, sacar conclusiones de gráficos, describir, dibujar, organizar información a través de gráficos, traducir palabras a imágenes, y cualquier actividad que proporcione ilustraciones como estímulo.	
incl_lst	sensory_k_intro	Vous êtes	You are	Sie sind	Usted es	
incl_lst	sensory_k_title	Qu'est ce qu'un apprenant "Kinésthésique" ?	What is a Kinesthetic learner ?	Was ist ein kinästhetisch veranlagter Lerner?	¿Qué es un aprendiz cinestésico?	
incl_lst	sensory_k	When trying to learn, you will profit from the use of any material or method which allows you to process information while being engaged in activity. Pod casts, articles, comic strips, whiteboard, collaboration page and sticky notes are very helpful. You would learn best by note-taking, illustrating while listening to lectures, role-playing, activities with touch-screen mode, moving around the room while following instructions, visiting real sites, and using the whiteboard.	When trying to learn, you will profit from the use of any material or method which allows you to process information while being engaged in activity. Pod casts, articles, comic strips, whiteboard, collaboration page and sticky notes are very helpful. You would learn best by note-taking, illustrating while listening to lectures, role-playing, activities with touch-screen mode, moving around the room while following instructions, visiting real sites, and using the whiteboard.	Wenn Sie versuchen Neues zu lernen, profitieren Sie von der Verwendung von Material oder Methoden, mit denen Sie Informationen verarbeiten können, während Sie aktiv sind. Podcasts, Artikel, Comics, Whiteboards, Kollaborationsseiten und Haftnotizen sind sehr hilfreich. Sie lernen am besten, indem Sie sich während des Zuhörens Notizen machen, Vorlesungen illustrieren, Rollenspiele spielen, Aktivitäten im Touchscreen-Modus ausführen, sich im Raum bewegen, Anweisungen befolgen, reale Websites besuchen und das Whiteboard verwenden.	Aprenderá mejor si utiliza materiales o métodos que le permitan procesar información mientras realiza una actividad. Los podcasts, los artículos, las tiras cómicas, la pizarra, la página de colaboración y las notas adhesivas son muy útiles. Aprendería mejor tomando notas, ilustrando mientras escucha conferencias, juegos de roles, actividades con modo de pantalla táctil, moviéndose por la sala mientras sigue instrucciones, visitando sitios reales y usando la pizarra.	
incl_lst	sensory_vv_intro	Les résultats montrent que vous êtes "Visuel / Verbal" à	Results show that you are visual-verbal at	Die Ergebnisse zeigen,	Los resultados muestran que usted es un estudiante visual-verbal	
incl_lst	sensory_vv_title	What is a Visual / Verbal learner ?	What is a Visual / Verbal learner ?	Was ist ein visuell / non-verbaler Lerner?	¿Qué es un estudiante visual / verbal?	
incl_lst	sensory_vv	The use of any material or method which allows you to process information by reading is beneficial to you. Articles, reports, summaries, newspapers, magazines, collaboration page, blogs, sticky notes and the whiteboard are very helpful. You would learn best from outlining, reading, dictation, writing down explanations, writing dialogue for comic strips, locating key words and phrases and by blogging.	The use of any material or method which allows you to process information by reading is beneficial to you. Articles, reports, summaries, newspapers, magazines, collaboration page, blogs, sticky notes and the whiteboard are very helpful. You would learn best from outlining, reading, dictation, writing down explanations, writing dialogue for comic strips, locating key words and phrases and by blogging.	Die Verwendung von Material oder Methoden, mit denen Sie Informationen durch Lesen verarbeiten können, ist für Sie von Vorteil. Artikel, Berichte, Zusammenfassungen, Zeitungen, Magazine, Kollaborationsseiten, Blogs, Haftnotizen und das Whiteboard sind sehr hilfreich. Sie lernen am besten, indem Sie skizzieren, lesen, diktieren, Erklärungen aufschreiben, Dialoge für Comics schreiben, Schlüsselwörter und -phrasen finden und bloggen.	Le beneficiará el uso de materiales o métodos que le permitan procesar información mediante la lectura. Los artículos, informes, resúmenes, periódicos, revistas, páginas de colaboración, blogs, notas adhesivas y la pizarra son muy útiles. Aprenderá mejor subrayando, leyendo, dictando, escribiendo explicaciones, escribiendo diálogos para tiras cómicas, localizando palabras y frases clave y escribiendo en blogs.	
incl_lst	sensory_av_intro	Votre inclinaison "Audio / Verbal" est	Your audio-verbal inclination is	Ihre audio-verbale Neigung ist	Su inclinación audio-verbal es	
incl_lst	sensory_av_title	What is the Audio / Verbal inclination ?	What is the Audio / Verbal inclination ?	Was ist eine auditive / verbale Neigung?	¿Qué es la inclinación auditiva / verbal?	
