Transfer|An act of changing transportation before arriving at the destination.|Travel|Verb
Transit|An act of waiting at another location for the next leg of the journey.|Travel|Verb
Traveller|A person who moves from one place to another in a short space of time (US – Traveler).|Travel|Noun
Truck|A vehicle for carrying a large amount of goods (UK – Lorry).|Travel|Noun
Underground|A train that travels under the ground through tunnels. |Travel|Noun
Unicycle|A bicycle that only has one wheel.|Travel|Noun
Van|A vehicle for carrying a small amount of goods.|Travel|Noun
Vehicle|A form of transport for carrying people of goods.|Travel|Noun
Attire|The material which covers the body, also known as clothing.|Clothers|Noun
Baggy|Clothing which allows for movement.|Clothers|Adjective
Balaclava|A piece of material which covers the face with breathing holes.|Clothers|Noun
Belt|A loop of material, often leather, used to keep trousers on tightly.|Clothers|Noun
Bikini|An item of clothing which is used for sunbathing and swimming.|Clothers|Noun
Blouse|A shirt worn by a female, usually at special occasions.|Clothers|Noun
Boot leg|A wide cut leg on a pair of trousers.|Clothers|Adjective
Boots|Long shoes which cover and support the ankle.|Clothers|Noun
Boxer shorts|Underwear for men which covers the thigh area.|Clothers|Noun
Bra|A piece of underwear which covers a woman’s breasts.|Clothers|Noun
Brand|The name of the maker of a piece of clothing.|Clothers|Noun
Button|A round object attached to a piece of clothing used for fastening.|Clothers|Noun
Cap|A round piece of material with a peek worn on the head.|Clothers|Noun
Cardigan|A knitted jumper which is especially warm.|Clothers|Noun
Casual|A type of clothing which is fine to wear on most day to day occasions.|Clothers|Adjective
Cheap|An item which is considered easily affordable.|Clothers|Adjective
Collar|A sturdy piece of material on a shirt which goes around the neck.|Clothers|Noun
Costume|An outfit which is often used for a celebration or for dance.|Clothers|Noun
Cufflinks|Metal objects used to secure a long sleeved shirt around the wrist.|Clothers|Noun
Deliver|An act of the seller taking the purchased items to the buyer.|Clothers|Verb
Designer|A type of clothing which tends to be expensive due to its quality.|Clothers|Adjective
Discount|A reduction in the original price usually displayed as a percentage.|Clothers|Noun
Ear muffs|Fluffy round pieces of material used to cover the ears in cold weather.|Clothers|Noun
Expensive|The price of an item or service which is considered to be high value.|Clothers|Adjective
Fashion|A type of clothing which is popular at the present time.|Clothers|Noun
Fit|An item of clothing which covers the body evenly.|Clothers|Noun
Fitting room|A small enclosed space used for trying on clothes.|Clothers|Noun
Formal|An outfit which is smart and usually worn for important occasions.|Clothers|Adjective
Gloves|A piece of material made to fit over the hands for warmth.|Clothers|Noun
Hanger|A horizontal piece of material used for holding clothes.|Clothers|Noun
Hat|A piece of material which covers the head.|Clothers|Noun
Hoodie|A jumper with a hood which often has a zipped front.|Clothers|Noun
Jeans|A type of trouser which is made from hard wearing material.|Clothers|Noun
Kit|An outfit used when playing sport.|Clothers|Noun
Large|The biggest size for an item of clothing.|Clothers|Adjective
Leggings|Tightly fitted trousers usually worn by women.|Clothers|Noun
Loose|Used to describe something which is not tightly fitted.|Clothers|Adjective
Medium|The middle size available for an item of clothing.|Clothers|Adjective
Order|The act of informing a store that you wish to reserve an item for purchase.|Clothers|Verb
Outfit|All of the items of clothing being worn at a given time.|Clothers|Noun
Pants|A long piece of clothing worn on the legs, often with pockets. (American English)|Clothers|Noun
Sale|A time when items in a store are lowered for a promotion.|Clothers|Noun
Scarf|A long thick piece of material wrapped around the neck for warmth.|Clothers|Noun
Security tag|A device coated in plastic and attached to clothes to prevent theft.|Clothers|Noun
Shirt|A formal piece of clothing that can be either long or short sleeved.|Clothers|Noun
Shoes|A piece of hardwearing material which surrounds the foot.|Clothers|Noun
Shorts|Clothing to go on the legs which is often used when the weather is warm.|Clothers|Noun
Small|The lowest size possible for an item of clothing.|Clothers|Adjective
Socks|Thin material open at one end which is worn on the foot for comfort.|Clothers|Noun
Stock|The amount of a product which the shop has.|Clothers|Noun
Straight leg|A straight cut on the material used to make trousers.|Clothers|Adjective
Swimwear|Clothing put onto the body when bathing or swimming.|Clothers|Noun
Tailored|An item of clothing which is made to suit the body shape of an individual.|Clothers|Adjective
Thermals|Thin warm clothing worn under smart or casual outfits for extra warmth.|Clothers|Noun
Tie|A long piece of material which is attached to the collar for a smart appearance.|Clothers|Noun
Tight|A piece of clothing which is close to the skin of the person who is wearing it.|Clothers|Adjective
Tights|The elastic material used by females and put onto the legs for fashion or comfort.|Clothers|Noun
Trousers|A long piece of clothing worn on the legs, often with pockets. (British English)|Clothers|Noun
T-shirt|Informal clothing that has short sleeves, no collar and is often brightly colored.|Clothers|Noun
Underwear|The thin clothing worn under everyday clothes for comfort and warmth.|Clothers|Noun
Vest|A light t-shirt usually worn underneath everyday clothes.|Clothers|Noun
Waist|The middle of a person’s body.|Clothers|Noun
Waistcoat|A small light smart piece of material attached around the waist.|Clothers|Noun
Wardrobe|A large structure often made from wood for keeping clothes in.|Clothers|Noun
Zip|A metal or plastic device which allows clothes to be opened and closed. |Clothers|Noun
American football|An American game where a ball is thrown forward to other players.|Sport|Noun
Athletics|A sport related to physical activity, such as running, jumping or throwing.|Sport|Noun
Away|The team that is playing sport at the ground/field of the other team.|Sport|Adjective
Badminton|A game played with rackets, a high net and a shuttlecock.|Sport|Noun
Baseball|An American game where a ball has to be hit with a bat.|Sport|Noun
Basketball|An American game where a ball has to be bounced on the floor and thrown through a hoop.|Sport|Noun
Bat|A thin long object that is held and used to hit another object, often a ball.|Sport|Noun
Baton|A stick that has to be carried to the end of a race by a group of participants.|Sport|Noun
Boxing|A sport where two people hit each other and try to win the fight.|Sport|Noun
Boxing ring|A square area with ropes around it in which a boxing match takes place.|Sport|Noun
Captain|The member of a team that is in charge of all the other players while playing the sport.|Sport|Noun
Car racing|A contest to see which car is the fastest or which is the best car driver.|Sport|Noun
Club (1)|A long stick with a small but heavy head that is used to hit balls in some sports.|Sport|Noun
Club (2)|A group of people all interested in playing the same sport together.|Sport|Noun
Coach|The person responsible for making sure a team or individual is ready to play a sport.|Sport|Noun
Court|An area in which a sport is played, and which the sport should not leave.|Sport|Noun
Cricket|A British game where a bat is used to hit a ball.|Sport|Noun
Crowd|A group of people together in one place (who are watching sport).|Sport|Noun
Cue|A long thin wooden stick used to hit the balls in snooker.|Sport|Noun
Cycling|A sport that uses bicycles, often in races.|Sport|Noun
Darts|A game of skill where a sharp pointed metal stick is thrown at a target on a wall.|Sport|Noun
Diving|To jump into water from a high platform while performing tricks.|Sport|Noun
Equipment|The things that are needed to be able to play a sport.|Sport|Noun
Exercise|To do sport for health benefits rather than trying to win.|Sport|Noun
Football|A team game where the feet are used to kick a ball. (Called soccer in America.)|Sport|Noun
Fun|To enjoy doing something.|Sport|Adjective
Game|A single occasion of playing a sport. (Similar to a match.)|Sport|Noun
Golf|A game in which a club is used to hit a small ball into a hole in the ground.|Sport|Noun
Grandstand|A building full of seats for people to sit and watch a sport being played.|Sport|Noun
Ground|The place where a sport is played, e.g. football ground.|Sport|Noun
Gymnastics|A sporting contest about performing exercises.|Sport|Noun
Helmet|A form of protection worn on the head to prevent injuries.|Sport|Noun
Hockey|A game where a stick is used to hit a small ball.|Sport|Noun
Home|The team that is playing sport at its own ground/field.|Sport|Adjective
Hoop|A circular shape that a basketball has to be passed through.|Sport|Noun
Horseracing|A sport where horses are ridden by jockeys trying to win a race.|Sport|Noun
Ice-hockey|A game played on ice where a small disk is hit with a stick.|Sport|Noun
Jockey|The person who rides a horse in horse races.|Sport|Noun
Long-jump|A contest where the participants try to jump as far as possible.|Sport|Noun
Manager|The person who organizes how, when and where a team or individual will play a sport.|Sport|Noun
Marathon|A running race that is just over 26 miles long.|Sport|Noun
Match|A single occasion of playing a sport. (Similar to a game.)|Sport|Noun
Motorsport|Races between cars, motorbikes or anything else with an engine on land.|Sport|Noun
Net|A barrier between the participants over which an object has to passed.|Sport|Noun
Olympics|A very large sporting contest held every four years in which most countries take part.|Sport|Noun
Opponent|The other person or team in a sporting contest.|Sport|Noun
Para-Olympics|An Olympic contest for people with disabilities.|Sport|Noun
Participants|The people who take part in or play sports.|Sport|Noun
Pitch|The area in which a match has to be played.|Sport|Noun
Play|To do a sport.|Sport|Verb
Player|A person who does sport.|Sport|Noun
Playing field|An outside area that is used to play a sport.|Sport|Noun
Pole-vault|A contest where a long stick is used to try to jump as high as possible.|Sport|Noun
Race|A contest where the participants have to get to the end as fast as possible.|Sport|Noun
Racket|An object with a large head that is used to hit another object, often a ball.|Sport|Noun
Referee|The person in charge of making sure the rules are followed. (Similar to an umpire.)|Sport|Noun
Relay|A race where several people run as a team by taking turns and passing a baton.|Sport|Noun
Rugby|A British game where hands are used to pass a ball backwards to other team members.|Sport|Noun
Running|To move as fast as possible.|Sport|Noun
Season ticket|A ticket that lets you attend all the matches a team plays.|Sport|Noun
Shuttlecock|The cone shaped object used in badminton.|Sport|Noun
Skiing|Using skis to move over snow quickly.|Sport|Noun
Skis|Two long flat pieces of material attached to the feet used to slide over snow.|Sport|Noun
Snooker|A game played on a table where a cue is used to hit balls into pockets.|Sport|Noun
Snowboard|A long and wide piece of material attached to the feet used to slide over snow.|Sport|Noun
Snowboarding|Using a snowboard to move over snow and perform tricks.|Sport|Noun
Soccer|A team game where the feet are used to kick a ball. (Name used in America.)|Sport|Noun
Spectator|Someone who watches sport.|Sport|Noun
Sport centre|A large building in which people can do different sports.|Sport|Noun
Sport|A comparison that involves physical activity.|Sport|Noun
Squash|A game played inside a court where rackets are used to hit a small ball against a wall.|Sport|Noun
Stadium|The building that surrounds a pitch where sports are played.|Sport|Noun
Supporter|Someone who follows a specific team.|Sport|Noun
Swim|To move through water.|Sport|Noun
Table tennis|A game played on a table with small rackets and balls.|Sport|Noun
Team|A group of people who play sport together against another group.|Sport|Noun
Tennis|A game played on a court where a racket is used to hit a ball over a net.|Sport|Noun
Tournament|A group of matches used to find the best team or individual at that sport.|Sport|Noun
Track|The path that a race has to follow.|Sport|Noun
Turnstile|A gate that lets only one person through at a time.|Sport|Noun
Umpire|The person in charge of making sure the rules are followed. (Similar to a referee.)|Sport|Noun
Winter sports|Sports that need either snow or ice to be undertaken.|Sport|Noun
World Cup|A big football (soccer) tournament held every four years.|Sport|Noun
Accuse|To claim someone did something, often something illegal.|Legal|Verb
Accused|A person that is alleged to have done something.|Legal|Noun
Acquit|To say a person is not guilty and did not perform a crime.|Legal|Verb
Advocate|A lawyer who argues for a particular side of a case in court.|Legal|Noun
Allege|To say that someone might have done something, but it has not been proven to be true.|Legal|Verb
Appeal|To try to reverse the judgment of a court.|Legal|Verb
Appeal-court|A special court where appeals are heard.|Legal|Noun
Arrest|When a police officer takes away someone who has committed a crime.|Legal|Noun
Arson|To illegally set fire to something.|Legal|Noun
Assault|To physically attack another person.|Legal|Verb
Bailiff|A court worker who enforces the judge’s orders.|Legal|Noun
Ban|To prevent someone from doing something for a certain amount of time.|Legal|Noun
Barrister|A senior lawyer that works in higher or more important courts.|Legal|Noun
Bench (1)|Where the judge sits in a court.|Legal|Noun
Bench (2)|A collective name for all the judges within a court.|Legal|Noun
Break-the-law|To do something that is not allowed under the law of that country.|Legal|Verb
Bribery|To give something (normally money) to get an advantage.|Legal|Noun
Burglary|To steal something from within a building or vehicle.|Legal|Noun
Capital punishment|The use of the death penalty for some crimes.|Legal|Noun
Case|A single item happening within a court.|Legal|Noun
Charge|To officially claim that a person broke the law.|Legal|Verb
Civil law|The rules related to the running of a country or state.|Legal|Noun
Commit a crime|To do something illegal.|Legal|Verb
Compensate|To give something (often money) to offset criminal damage.|Legal|Verb
Convict|To state that someone is guilty of a crime.|Legal|Noun
Court clerk|The person who ensures a court runs smoothly, the person who keeps the court records.|Legal|Noun
Courtroom|The place where cases are heard by a judge.|Legal|Noun
Criminal law|The rules related to crime and the punishment of crimes.|Legal|Noun
Criminal|A person who has been convicted by a court.|Legal|Noun
Death penalty|To kill someone as a form of punishment for committing a crime.|Legal|Noun
Defence attorney|A lawyer who explains why a person did not do the crime or why they are innocent.|Legal|Noun
Defence|The argument as to why someone is innocent.|Legal|Noun
Defendant|The person who has been accused of committing a crime.|Legal|Noun
Dock|The place where the defendant sits during the trial.|Legal|Noun
Drink-driving|The crime of driving a vehicle after drinking alcohol.|Legal|Noun
Drug dealing|The crime of selling illegal drugs.|Legal|Noun
Embezzlement|The crime of stealing money owned by someone else but which you were in charge of.|Legal|Noun
Evidence|The material and information that is used in a court case to show innocence or guilt.|Legal|Noun
Expert witness|Someone who knows a lot about a topic and is called to give evidence.|Legal|Noun
Felony|A serious crime (American English).|Legal|Noun
Fine|To be required to give away money as a punishment for committing a crime.|Legal|Noun
Foreperson|The leader of a jury and the person who speaks for them. |Legal|Noun
Forgery|The crime of making something and claiming it is something else.|Legal|Noun
Fraud|The crime of using false information to get something.|Legal|Noun
Guilty|To be found to have committed a crime.|Legal|Adjective
High-court|The most important court in a country (British English).|Legal|Noun
Hijack|The crime of taking a vehicle with people in it and forcing it to go somewhere.|Legal|Noun
Homicide|The crime of intentionally killing someone (same as murder) (American English).|Legal|Noun
Illegal|Something that is not allowed by the laws of a country.|Legal|Adjective
Imprison|To put someone in prison as a punishment for committing a crime.|Legal|Verb
Indict|To officially accuse someone of committing a crime.|Legal|Verb
Innocent|To be proven to be not guilty, to have not committed the crime.|Legal|Adjective
Judge|The person who decides what sentence to give to someone found guilty of committing a crime.|Legal|Noun
Jury|A group of 12 people who listen to the evidence in a case and then decide if the accused is guilty.|Legal|Noun
Jury room|The room where the jury goes to consider the evidence and decide a verdict.|Legal|Noun
Justice|A situation where a guilty person has been punished.|Legal|Noun
Juvenile|A person who is not an adult and is often dealt with in special courts.|Legal|Noun
Kidnapping|The crime of taking a person away and demanding money to return them.|Legal|Noun
Law|The rule or rules that govern how people should behave.|Legal|Noun
Lawsuit|A court case brought by an individual person rather than officials.|Legal|Noun
Lawyer|A person who studies and practices law.|Legal|Noun
Legal|Related to and governed by the law.|Legal|Adjective
Magistrate|A judge with lower qualifications who deals with minor offences.|Legal|Noun
Manslaughter|The crime of accidentally killing someone.|Legal|Noun
Misdemeanour|A less serious crime (American English).|Legal|Noun
Murder|The crime of intentionally killing someone (same as homicide) (British English).|Legal|Noun
Negligence|To act without proper care for the consequences.|Legal|Noun
Not-guilty|To have not committed a crime.|Legal|Adjective
Offence|The specific law that a person has broken.|Legal|Noun
Parole|To be released from prison early but with restrictions on the person’s actions.|Legal|Noun
Perjury|The crime of lying while promising not to lie.|Legal|Noun
Pick-pocketing|The crime of stealing something from a person’s pocket or bag.|Legal|Noun
Plaintiff|The person who starts an action in a court.|Legal|Noun
Plea|The response to whether a person did or did not commit a crime: guilty or innocent.|Legal|Noun
Police officer|A person who catches criminals and stops crimes being committed.|Legal|Noun
Precedent|Where previous judgments are used as the base of new laws.|Legal|Noun
Prison sentence|The time that a criminal has to spend in prison.|Legal|Noun
Prison|A place where criminals are sent and locked up as a punishment for their crimes.|Legal|Noun
Probation|A period of time where a criminal's behaviour is looked at closely and if they do anything wrong they can go back to prison.|Legal|Noun
Prosecution|The lawyers who are trying to prove a person is guilty.|Legal|Noun
Public gallery|The area in a court room where people can sit and watch.|Legal|Noun
Robbery|The crime of taking something that does not belong to you.|Legal|Noun
Shoplifting|The crime of taking something from a shop without paying.|Legal|Noun
Smuggling|The crime of bringing something into a country that is illegal or not paying taxes related to the items.|Legal|Noun
Solicitor|A lawyer who can be consulted for advice and who prepares documents.|Legal|Noun
Stand trial|To be prosecuted in front of a jury.|Legal|Noun
Statement|A formal description of what happened or was observed.|Legal|Noun
Stenographer|The person who records every word spoken in a court.|Legal|Noun
Sue|To start a legal claim against a person or entity.|Legal|Verb
Suspect|A person who is believed to have committed a crime.|Legal|Noun
Take the stand|To go to the front of the court room (the stand) and give evidence.|Legal|Verb
Terrorism|The crime of using violence against people to achieve a specific goal.|Legal|Noun
Testify|To give evidence in a court.|Legal|Verb
The accused|The person who is standing trial for committing a crime.|Legal|Noun
The stand|The place at the front of the court room where witnesses stand to give evidence.|Legal|Noun
Theft|The crime of taking something that is not yours.|Legal|Noun
Trespass|The crime of entering an area or building without permission.|Legal|Noun
Trial|The process of a jury listening to evidence and then giving a verdict.|Legal|Noun
Unanimous|When everyone agrees with the same answer.|Legal|Adjective
Vandalism|The crime of damaging property.|Legal|Noun
Verdict|The final decision reached by a jury, normally ‘guilty’ or ‘not guilty’.|Legal|Noun
Victim|The person who has had a crime committed against them and who has suffered.|Legal|Noun
Violate|To not follow rules that are specifically set.|Legal|Verb
Witness|A person who has information about a crime.|Legal|Noun
Accelerate|The action of pushing the accelerator pedal to make a vehicle move faster.|Driving|Verb
Accident|When a vehicle hits another vehicle or object (ex. a tree, a sign, etc.).|Driving|Noun
Ambulance|A special vehicle to help injured people by taking them to the hospital. It uses flashing lights and sound to get other drivers’ attention.|Driving|Noun
Back seat|The seat in the back of a car.|Driving|Noun
Back up|To move a vehicle backwards.|Driving|Verb
Blinker|A flashing light that drivers use to show others that they will turn their car left or right (same as turn signal) (British English).|Driving|Noun
Boot|A storage area that is located at the back of a vehicle. It is opened from outside (same as trunk) (British English).|Driving|Noun
Bridge|A road that is built over an obstacle.|Driving|Noun
Change lanes|To move your vehicle into another lane.|Driving|Verb
Console|The small storage area located between a vehicle’s front seats.|Driving|Noun
Convertible|A style of car that has a removable roof.|Driving|Noun
Crosswalk|A special place for pedestrians to cross a road.|Driving|Noun
Decelerate|The action of pushing the brake pedal to make a vehicle move more slowly. |Driving|Verb
Destination|The final place that you plan to go when you are driving.|Driving|Noun
Driver|The person who controls a car, truck, or bus.|Driving|Noun
Driver’s license|A plastic card with personal information and a picture of the person who has permission to drive a vehicle.|Driving|Noun
Fire truck|A special vehicle with equipment to stop fires. It uses flashing lights and sound to get other drivers’ attention.|Driving|Noun
Flat tire|When a tire loses all of its air.|Driving|Noun
Fog|A cloud that is on or a little above the ground.|Driving|Noun
Gas station|A small store that sells gasoline, snacks, and drinks (same as petrol station) (American English).|Driving|Noun
Hazard lights|The special flashing lights on a car that drivers use when there is an emergency or danger.|Driving|Noun
Headlights|The lights located at the front of a vehicle. These are usually used when driving at night.|Driving|Noun
Honk|The action of pressing a vehicle’s horn.|Driving|Verb
Horn|A device that creates a loud sound and alerts other drivers and pedestrians. It is located in the center of the steering wheel and is activated when pressed.|Driving|Noun
Intersection|A place where more than one road meets (American English).|Driving|Noun
Interstate|A very long road where vehicles drive at fast speeds. These roads are not inside a city center but are outside or beside a city.|Driving|Noun
Lanes|The strips of road with painted lines on both sides for vehicles to travel on.|Driving|Noun
License plate|A metal plate with special numbers and letters that police can use to identify a car owner. They are usually located on the front and back of a vehicle.|Driving|Noun
Motorcycle|A kind of transportation that looks like a bicycle but has a motor. It has no doors or top.|Driving|Noun
One-way street|A street where drivers can only move in one direction.|Driving|Noun
Park|To stop and turn off a vehicle in an area (usually a parking lot).|Driving|Verb
Parking lot|A special place to leave a vehicle.|Driving|Noun
Pass|When you increase your car’s speed in order to drive in front of the car ahead of you.  People do this when the car ahead of them is driving too slowly.|Driving|Verb
Passenger|A person who travels in transportation (ex. car, airplane, bus) but does not control it.|Driving|Noun
Pedestrian|A person who is walking close to or beside a road.|Driving|Noun
Petrol station|A small store that sells gasoline, snacks, and drinks (same as gas station) (British English).|Driving|Noun
Pull in|To park a car by moving it forward (usually into a parking space).|Driving|Noun
Pull over|To stop a car on the side of the road.|Driving|Noun
Railroad crossing|A place where the road crosses railroad tracks.|Driving|Noun
Rearview mirror|A mirror that is located at the top center of the front windshield. Drivers use it to see behind their car.|Driving|Noun
Road|The place cars travel on that is made of concrete or asphalt.|Driving|Noun
Road rage|When a driver feels strong anger towards other drivers.|Driving|Noun
Rush hour|The hour or hours when the most cars are on the road (this is usually when people are driving to work or home from work).|Driving|Noun
Seat belt|A belt that crosses the body in the front to keep drivers and passengers safe.|Driving|Noun
Shotgun|American slang that means to ride in a vehicle’s front passenger seat.|Driving|Noun
Side mirrors|The mirrors that are located on the sides of a car’s two front doors. Drivers use these to see beside their car.|Driving|Noun
Sign|An object with a picture or writing that is put beside or above the road for drivers to read or see.|Driving|Noun
Skid marks|Black marks on a road made by tires when a vehicle stops too quickly.|Driving|Noun
Slow down|The action of pushing the brake pedal to make a vehicle move more slowly (same as decelerate).|Driving|Noun
Speed bump|A strip of concrete in the center of a road that is designed to slow a vehicle’s speed.|Driving|Noun
Speed limit|The fastest legal driving speed in an area.|Driving|Noun
Speed up|The action of pushing the accelerator pedal to make a vehicle move faster (same as accelerate).|Driving|Verb
Speeding|When you drive a vehicle faster than you are allowed to.|Driving|Noun
Steer|To control a vehicle’s direction by moving the steering wheel to the left or right.|Driving|Verb
Steering wheel|The round wheel drivers use to control a car’s direction.|Driving|Noun
Stop|The act of pushing the brake pedal until a vehicle stops.|Driving|Verb
Swerve|To quickly move your car to the left or right in order to avoid hitting something.|Driving|Verb
Tailgate|When a vehicle drives very close to the car in front of it.|Driving|Verb
Ticket|A piece of paper that a police officer gives you for breaking a driving law. Tickets require you to pay money for your mistake.|Driving|Noun
Tires|The round rubber wheels attached to the bottom of a vehicle.|Driving|Noun
Toll road|A road that you must pay to drive your vehicle on.|Driving|Noun
Traffic jam|When many vehicles are in front of one another and move very slowly or are stopped.|Driving|Noun
Traffic light|An electric light with green, yellow, and red colors. It tells drivers when to move and stop their cars.|Driving|Noun
Trunk|A storage area that is located at the back of a vehicle. It is opened from outside (same as boot) (American English).|Driving|Noun
Turn|The act of moving a vehicle left or right.|Driving|Verb
Turn signal|A flashing light that drivers use to show others that they will turn their car left or right (same as blinker) (American English).|Driving|Noun
Vehicle|Another word for car, van, or lorry.|Driving|Noun
Windshield wipers|Devices which are located on a car’s front windshield. They move back and forth to remove rain and snow from the glass.|Driving|Noun
Windshield|The clear glass located at the front and back of a vehicle.|Driving|Noun
Yield|To wait and allow other cars to move before you.|Driving|Verb
Application|A form or paper that indicates interest in a particular place of employment.|Work|Noun
Apply|To ask formally for a job, usually in writing.|Work|Verb
Apprentice|A person who learns a job or skill by working for a fixed period of time for someone who is very good at that job or skill.|Work|Noun
Baker|A person who makes bread or cakes by cooking them in an oven using dry heat.|Work|Noun
Barber|A person who shaves men’s beards and cuts men’s hair.|Work|Noun
Bartender|A person who makes and serves alcoholic drinks at a pub, night club or bar.|Work|Noun
Benefits|Things that an employer may offer an employee in addition to their wages, such as health insurance, annual or sick leave, paid vacation, etc.|Work|Noun
Butcher|A person who prepares meat to be sold to customers.|Work|Noun
Career|A profession for which one trains; a job or series of jobs that you do during your working life.|Work|Noun
Chambermaid|Someone who cleans and tidies rooms.|Work|Noun
Chef|A professional cook who is usually in charge of a kitchen in a restaurant.|Work|Noun
Clerk|A person who does general office work.|Work|Noun
Cook|Someone who prepares and cooks food for eating at home or in a restaurant.|Work|Noun
Coach|A person who teaches or trains an athlete or performer.|Work|Noun
Craftsperson|A person who makes beautiful objects by hand.|Work|Noun
Doctor|A person who is trained and licensed to treat sick and injured people.|Work|Noun
Earn|To receive something in return for work or services done.|Work|Verb
Employ|To use or get the services of someone to do a particular job.|Work|Verb
Employee|A person who works for another person or for a company for wages or salary.|Work|Noun
Employer|A person or company that has people who do work for wages or salary.|Work|Noun
Employment|The act of using or getting the services of someone to do a particular job.|Work|Noun
Farmer|A person who cultivates land or crops or raises animals.|Work|Noun
Fire fighter|A person who works to put out fires.|Work|Noun
Fisherman|A person who catches fish.|Work|Noun
Fishmonger|Someone who prepares and sells fish.|Work|Noun
Flight attendant|A person who serves food and takes care of passengers on an airplane.|Work|Noun
Full-time job|A job working at least 35 hours a week, usually five days a week. (noun phrase)|Work|
Garbageman|A person who collects and removes garbage.|Work|Noun
Hair dresser|A person who cuts and styles hair.|Work|Noun
Hire|To give work or a job to someone in exchange for wages or a salary.|Work|Verb
Intern|A student or recent graduate who works for a period of time at a job in order to get experience.|Work|Noun
Janitor|Someone who cleans a building and makes minor repairs.|Work|Noun
Jeweler|A person who makes jewelry.|Work|Noun
Job|A specific task or piece of work; the regular work a person does to earn money; a specific task or project that is one’s responsibility.|Work|Noun
Jobless|Having no job.|Work|Adjective
Judge|(1) Someone who has the power to make decisions on cases brought before a court of law.  (2) Someone who decides the winner in a contest or competition.|Work|Noun
Labour|Practical work, especially that which involves physical effort.|Work|Noun
Labourer|A worker, especially someone who does practical work with their hands.|Work|Noun
Lawyer|A person whose job is to guide and assist people in matters relating to the law.|Work|Noun
Leave|A period of time when someone has special permission to be away from a job.|Work|Noun
Mechanic|Someone whose job is repairing the engines of vehicles and other machines.|Work|Noun
Occupation|The work that a person does; a person’s job or profession.|Work|Noun
Overtime|The time worked in excess of a standard day or working hours.|Work|Noun
Pay slip|A slip of paper included with a person’s salary payment.|Work|Noun
Part-time job|A job working only a few hours or days per week. (noun phrase)|Work|
Pharmacist|A person whose job is to prepare and sell the drugs and medicines that a doctor prescribes for patients.|Work|Noun
Porter|Someone who carries other people’s bags and luggage.|Work|Noun
Plumber|Someone who supplies and connects or repairs water pipes.|Work|Noun
Profession|A type of job that requires special education, training, or skill.|Work|Noun
Probation|A period of time at the start of a new job when you are watched and tested to see if you are suitable for the job.|Work|Noun
Qualifications|An ability, characteristics, or experience that makes you suitable for a particular job or activity.|Work|Noun
Receptionist|A person who greets visitors at an office.|Work|Noun
Reference|A person who knows you and is willing to describe and usually praise you to support you when you are trying to get a job; a statement as to a person’s character or ability.|Work|Noun
Resume|A short written description of your education, qualifications, and previous employment that you send to an employer when you are trying to get a job; also sometimes called a curriculum vitae or CV.|Work|Noun
Salary|The amount of money that an employee is paid each year.|Work|Noun
Sailor|A person who works on a ship as part of the crew.|Work|Noun
Secretary|A person whose job is to handle records, letters, etc. in an office.|Work|Noun
Shifts|The time period during which you are at work.|Work|Noun
Surgeon|A person who operates on people who are sick.|Work|Noun
Tailor|Someone who designs, makes, alters or repairs garments.|Work|Noun
Teacher|Someone who works in a school and educates young people.|Work|Noun
Technician|Someone who organizes and repairs technical equipment.|Work|Noun
Undertaker|A person whose job is to prepare dead bodies that are going to be buried or cremated and to organize funerals.|Work|Noun
Vacancy|A job or position that is available to be taken.|Work|Noun
Vet|A person who is trained to give medical care and treatment to animals.|Work|Noun
Volunteer position|A job in which the person works but does not get paid. (noun phrase)|Work|
Wage|The amount of money that a worker is paid based on the number of hours or days worked.|Work|Noun
Workload|The amount of work to be done in a period of time.|Work|Noun
Worker|A person who does a particular job to get money.|Work|Noun
A la carte|Without a side dish.|Eating|Adjective
A la mode|1) In the current style.  2) With ice cream. (adverb)|Eating|Adjective
All you can eat|Customers pay one fee and can eat as much as they wish.|Eating|Adjective
Appetizer|A small snack before a meal; starter.|Eating|Noun
Bar|A building or room where alcoholic drinks and sometime food are served.|Eating|Noun
Bill|A statement of charges for food or drink.|Eating|Noun
Bistro|A small restaurant or bar.|Eating|Noun
Blacken|To cook meat at a high heat in a lot of pepper and other spices.|Eating|Verb
Booking|An arrangement made with a restaurant in advance, to eat there at a particular time.|Eating|Noun
Booster seat|A plastic unit that fits on top of a chair to help small children reach the table. |Eating|Noun
Buffet|Self-serve tables of food that are set out for the customers to pick and choose from. |Eating|Noun
Busboy|A person who helps out in a restaurant (especially clearing and setting tables).|Eating|Noun
Café|A small restaurant selling light meals and drinks.|Eating|Noun
Canteen|A small cafeteria or snack bar, usually in a workplace.|Eating|Noun
Chip shop|A fast food outlet that sells fish and chips.|Eating|Noun
Cocktail|An alcoholic drink mixed with juice.|Eating|Noun
Complementary|Free of charge.|Eating|Adjective
Combo meal|A meal as a set combination, such as a burger with fries and a drink.|Eating|Noun
Course|A part of a meal. |Eating|Noun
Cutlery|Tools for eating with (fork, knife, spoon).|Eating|Noun
Deli|A store where you can buy foods (such as meats, cheese, salads and sandwiches) that are already cooked or prepared. |Eating|Noun
Dessert|Sweet food eaten after the main part of a meal.|Eating|Noun
Dine|1) To eat dinner.  2) To have the main meal of the day.|Eating|Verb
Dish|Food that is prepared in a particular way.|Eating|Noun
